DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
17K543,"Science, Technology and Research Early College Hig",2016-17,559,0,0,0,0,0,0,0,72,71,66,95,100,71,84,259,0.463,300,0.537,26,0.047,455,0.814,65,0.116,7,0.013,6,0.011,58,0.104,4,0.007,432,0.773,0.513
17K543,"Science, Technology and Research Early College Hig",2017-18,541,0,0,0,0,0,0,0,70,64,67,88,97,86,69,263,0.486,277,0.512,24,0.044,433,0.8,64,0.118,13,0.024,7,0.013,75,0.139,5,0.009,426,0.787,0.622
17K543,"Science, Technology and Research Early College Hig",2018-19,576,0,0,0,0,0,0,0,89,67,64,84,91,91,90,276,0.479,300,0.521,25,0.043,445,0.773,75,0.13,24,0.042,7,0.012,88,0.153,7,0.012,447,0.776,0.597
17K546,High School for Public Service: Heroes of Tomorrow,2014-15,454,0,0,0,0,0,0,0,0,0,0,124,104,113,113,306,0.674,148,0.326,23,0.051,343,0.756,80,0.176,3,0.007,5,0.011,46,0.101,7,0.015,382,0.841,0.622
17K546,High School for Public Service: Heroes of Tomorrow,2015-16,467,0,0,0,0,0,0,0,0,0,0,131,131,96,109,291,0.623,176,0.377,22,0.047,350,0.749,80,0.171,9,0.019,6,0.013,56,0.12,6,0.013,367,0.786,0.597
17K546,High School for Public Service: Heroes of Tomorrow,2016-17,460,0,0,0,0,0,0,0,0,0,0,115,127,124,94,304,0.661,156,0.339,21,0.046,347,0.754,79,0.172,8,0.017,5,0.011,67,0.146,10,0.022,382,0.83,0.619
17K546,High School for Public Service: Heroes of Tomorrow,2017-18,454,0,0,0,0,0,0,0,0,0,0,112,113,114,115,296,0.652,158,0.348,20,0.044,348,0.767,72,0.159,10,0.022,4,0.009,64,0.141,8,0.018,365,0.804,0.735
17K546,High School for Public Service: Heroes of Tomorrow,2018-19,462,0,0,0,0,0,0,0,0,0,0,139,111,107,105,300,0.649,162,0.351,17,0.037,357,0.773,72,0.156,10,0.022,6,0.013,73,0.158,7,0.015,352,0.762,0.718
17K547,Brooklyn Academy of Science and the Environment,2014-15,453,0,0,0,0,0,0,0,0,0,0,100,133,114,106,180,0.397,273,0.603,24,0.053,363,0.801,57,0.126,3,0.007,6,0.013,73,0.161,32,0.071,377,0.832,0.676
17K547,Brooklyn Academy of Science and the Environment,2015-16,427,0,0,0,0,0,0,0,0,0,0,135,99,81,112,160,0.375,267,0.625,19,0.044,345,0.808,46,0.108,7,0.016,10,0.023,78,0.183,29,0.068,346,0.81,0.665
17K547,Brooklyn Academy of Science and the Environment,2016-17,386,0,0,0,0,0,0,0,0,0,0,114,124,60,88,148,0.383,238,0.617,19,0.049,313,0.811,37,0.096,8,0.021,9,0.023,70,0.181,20,0.052,313,0.811,0.658
17K547,Brooklyn Academy of Science and the Environment,2017-18,373,0,0,0,0,0,0,0,0,0,0,89,107,100,77,147,0.394,226,0.606,19,0.051,302,0.81,35,0.094,6,0.016,11,0.029,65,0.174,22,0.059,311,0.834,0.764
17K547,Brooklyn Academy of Science and the Environment,2018-19,382,0,0,0,0,0,0,0,0,0,0,75,100,84,123,151,0.395,231,0.605,15,0.039,305,0.798,44,0.115,5,0.013,13,0.034,62,0.162,22,0.058,281,0.736,0.76
17K548,Brooklyn School for Music & Theatre,2014-15,386,0,0,0,0,0,0,0,0,0,0,136,113,70,67,267,0.692,119,0.308,3,0.008,320,0.829,61,0.158,0,0,2,0.005,62,0.161,3,0.008,329,0.852,0.705
17K548,Brooklyn School for Music & Theatre,2015-16,352,0,0,0,0,0,0,0,0,0,0,90,108,77,77,253,0.719,99,0.281,1,0.003,286,0.813,58,0.165,1,0.003,6,0.017,65,0.185,5,0.014,275,0.781,0.696
17K548,Brooklyn School for Music & Theatre,2016-17,312,0,0,0,0,0,0,0,0,0,0,69,71,96,76,234,0.75,78,0.25,3,0.01,252,0.808,48,0.154,3,0.01,6,0.019,62,0.199,5,0.016,263,0.843,0.7
17K548,Brooklyn School for Music & Theatre,2017-18,296,0,0,0,0,0,0,0,0,0,0,96,58,70,72,214,0.723,82,0.277,3,0.01,240,0.811,46,0.155,3,0.01,4,0.014,61,0.206,8,0.027,250,0.845,0.815
17K548,Brooklyn School for Music & Theatre,2018-19,296,0,0,0,0,0,0,0,0,0,0,103,78,57,58,204,0.689,92,0.311,1,0.003,229,0.774,59,0.199,2,0.007,5,0.017,64,0.216,8,0.027,236,0.797,0.818
17K568,Brownsville Academy High School,2014-15,197,0,0,0,0,0,0,0,0,0,0,0,71,65,61,116,0.589,81,0.411,3,0.015,176,0.893,16,0.081,2,0.01,0,0,30,0.152,3,0.015,175,0.888,0.683
17K568,Brownsville Academy High School,2015-16,163,0,0,0,0,0,0,0,0,0,0,0,49,73,41,87,0.534,76,0.466,2,0.012,144,0.883,13,0.08,4,0.025,0,0,33,0.202,6,0.037,138,0.847,0.697
17K568,Brownsville Academy High School,2016-17,155,0,0,0,0,0,0,0,0,0,0,0,26,58,71,78,0.503,77,0.497,1,0.006,133,0.858,15,0.097,6,0.039,0,0,36,0.232,3,0.019,117,0.755,0.668
17K568,Brownsville Academy High School,2017-18,117,0,0,0,0,0,0,0,0,0,0,0,34,47,36,67,0.573,50,0.427,0,0,97,0.829,15,0.128,5,0.043,0,0,27,0.231,1,0.009,100,0.855,0.803
17K568,Brownsville Academy High School,2018-19,119,0,0,0,0,0,0,0,0,0,0,0,55,51,13,66,0.555,53,0.445,0,0,95,0.798,20,0.168,2,0.017,2,0.017,30,0.252,5,0.042,101,0.849,0.846
17K590,Medgar Evers College Preparatory School,2014-15,1271,0,0,0,0,0,0,0,104,100,93,231,262,245,236,701,0.552,570,0.448,40,0.031,1142,0.899,45,0.035,36,0.028,8,0.006,44,0.035,6,0.005,925,0.728,0.471
17K590,Medgar Evers College Preparatory School,2015-16,1247,0,0,0,0,0,0,0,94,112,95,221,231,246,248,696,0.558,551,0.442,41,0.033,1097,0.88,57,0.046,42,0.034,10,0.008,58,0.047,8,0.006,859,0.689,0.471
17K590,Medgar Evers College Preparatory School,2016-17,1252,0,0,0,0,0,0,0,112,99,96,250,219,221,255,683,0.546,569,0.454,35,0.028,1104,0.882,61,0.049,44,0.035,8,0.006,80,0.064,5,0.004,911,0.728,0.473
17K590,Medgar Evers College Preparatory School,2017-18,1257,0,0,0,0,0,0,0,152,116,88,250,232,211,208,707,0.562,550,0.438,29,0.023,1106,0.88,60,0.048,51,0.041,11,0.009,84,0.067,3,0.002,896,0.713,0.547
17K590,Medgar Evers College Preparatory School,2018-19,1332,0,0,0,0,0,0,0,179,145,111,239,250,209,199,729,0.547,603,0.453,33,0.025,1158,0.869,72,0.054,57,0.043,12,0.009,89,0.067,5,0.004,891,0.669,0.535
17K600,Clara Barton High School,2014-15,1499,0,0,0,0,0,0,0,0,0,0,527,390,287,295,1056,0.704,443,0.296,24,0.016,1351,0.901,88,0.059,23,0.015,13,0.009,252,0.168,142,0.095,1172,0.782,0.645
17K600,Clara Barton High School,2015-16,1358,0,0,0,0,0,0,0,0,0,0,454,364,243,297,954,0.703,404,0.297,17,0.013,1216,0.895,86,0.063,27,0.02,12,0.009,246,0.181,115,0.085,1081,0.796,0.627
17K600,Clara Barton High School,2016-17,1244,0,0,0,0,0,0,0,0,0,0,412,351,238,243,873,0.702,371,0.298,13,0.01,1106,0.889,82,0.066,35,0.028,8,0.006,229,0.184,107,0.086,1006,0.809,0.605
17K600,Clara Barton High School,2017-18,1221,0,0,0,0,0,0,0,0,0,0,397,322,242,260,888,0.727,333,0.273,16,0.013,1063,0.871,85,0.07,43,0.035,14,0.011,227,0.186,126,0.103,970,0.794,0.719
17K600,Clara Barton High School,2018-19,1200,0,0,0,0,0,0,0,0,0,0,401,330,229,240,905,0.754,295,0.246,18,0.015,1044,0.87,87,0.072,40,0.033,11,0.009,217,0.181,94,0.078,895,0.746,0.704
17K646,Aspirations Diploma Plus High School,2018-19,237,0,0,0,0,0,0,0,0,0,0,19,50,57,111,105,0.443,132,0.557,0,0,186,0.785,47,0.198,2,0.008,2,0.008,61,0.257,7,0.03,196,0.827,0.828
17K705,Brooklyn Arts and Science Elementary School,2014-15,340,72,75,66,42,31,29,25,0,0,0,0,0,0,0,155,0.456,185,0.544,19,0.056,178,0.524,93,0.274,6,0.018,44,0.129,94,0.276,32,0.094,223,0.656,0.593
17K705,Brooklyn Arts and Science Elementary School,2015-16,356,67,70,64,58,44,30,23,0,0,0,0,0,0,0,165,0.463,191,0.537,22,0.062,175,0.492,102,0.287,6,0.017,51,0.143,93,0.261,26,0.073,247,0.694,0.586
17K705,Brooklyn Arts and Science Elementary School,2016-17,378,53,78,61,60,53,43,30,0,0,0,0,0,0,0,175,0.463,203,0.537,20,0.053,176,0.466,108,0.286,4,0.011,70,0.185,102,0.27,40,0.106,244,0.646,0.544
17K705,Brooklyn Arts and Science Elementary School,2017-18,398,36,78,71,60,52,56,45,0,0,0,0,0,0,0,186,0.467,212,0.533,17,0.043,184,0.462,120,0.302,5,0.013,72,0.181,104,0.261,52,0.131,250,0.628,0.612
17K705,Brooklyn Arts and Science Elementary School,2018-19,370,36,53,66,64,57,43,51,0,0,0,0,0,0,0,175,0.473,195,0.527,17,0.046,169,0.457,106,0.286,9,0.024,69,0.186,91,0.246,48,0.13,246,0.665,0.613
17K722,New Heights Middle School,2014-15,324,0,0,0,0,0,0,0,96,95,133,0,0,0,0,150,0.463,174,0.537,1,0.003,275,0.849,28,0.086,19,0.059,1,0.003,84,0.259,24,0.074,302,0.932,0.744
17K722,New Heights Middle School,2015-16,261,0,0,0,0,0,0,0,64,105,92,0,0,0,0,122,0.467,139,0.533,2,0.008,214,0.82,28,0.107,16,0.061,1,0.004,75,0.287,14,0.054,220,0.843,0.76
17K722,New Heights Middle School,2016-17,250,0,0,0,0,0,0,0,69,67,114,0,0,0,0,112,0.448,138,0.552,2,0.008,202,0.808,32,0.128,11,0.044,3,0.012,71,0.284,13,0.052,199,0.796,0.764
17K722,New Heights Middle School,2017-18,234,0,0,0,0,0,0,0,95,69,70,0,0,0,0,113,0.483,121,0.517,1,0.004,196,0.838,25,0.107,3,0.013,9,0.038,72,0.308,14,0.06,209,0.893,0.849
17K722,New Heights Middle School,2018-19,258,0,0,0,0,0,0,0,91,95,72,0,0,0,0,111,0.43,147,0.57,1,0.004,215,0.833,26,0.101,11,0.043,5,0.019,79,0.306,20,0.078,200,0.775,0.788
17K745,Brooklyn Institute for Liberal Arts,2014-15,253,0,0,0,0,0,0,0,0,0,0,69,94,90,0,130,0.514,123,0.486,4,0.016,235,0.929,9,0.036,2,0.008,3,0.012,49,0.194,17,0.067,222,0.877,0.685
17K745,Brooklyn Institute for Liberal Arts,2015-16,353,0,0,0,0,0,0,0,0,0,0,98,75,93,87,170,0.482,183,0.518,6,0.017,315,0.892,21,0.059,7,0.02,4,0.011,69,0.195,20,0.057,310,0.878,0.652
17K745,Brooklyn Institute for Liberal Arts,2016-17,359,0,0,0,0,0,0,0,0,0,0,107,93,72,87,177,0.493,182,0.507,4,0.011,319,0.889,24,0.067,7,0.019,5,0.014,71,0.198,20,0.056,321,0.894,0.625
17K745,Brooklyn Institute for Liberal Arts,2017-18,381,0,0,0,0,0,0,0,0,0,0,111,100,88,82,194,0.509,187,0.491,5,0.013,334,0.877,33,0.087,8,0.021,1,0.003,64,0.168,16,0.042,345,0.906,0.712
17K745,Brooklyn Institute for Liberal Arts,2018-19,415,0,0,0,0,0,0,0,0,0,0,134,98,97,86,229,0.552,186,0.448,7,0.017,358,0.863,38,0.092,10,0.024,2,0.005,80,0.193,19,0.046,354,0.853,0.696
17K751,Academy for Health Careers,2014-15,373,0,0,0,0,0,0,0,0,0,0,123,96,81,73,266,0.713,107,0.287,7,0.019,319,0.855,33,0.088,12,0.032,2,0.005,52,0.139,10,0.027,333,0.893,0.713
17K751,Academy for Health Careers,2015-16,362,0,0,0,0,0,0,0,0,0,0,100,115,78,69,253,0.699,109,0.301,10,0.028,300,0.829,35,0.097,12,0.033,5,0.014,58,0.16,18,0.05,287,0.793,0.736
17K751,Academy for Health Careers,2016-17,399,0,0,0,0,0,0,0,0,0,0,119,102,97,81,274,0.687,125,0.313,13,0.033,327,0.82,36,0.09,17,0.043,6,0.015,64,0.16,19,0.048,319,0.799,0.724
17K751,Academy for Health Careers,2017-18,359,0,0,0,0,0,0,0,0,0,0,81,98,97,83,243,0.677,116,0.323,11,0.031,281,0.783,52,0.145,11,0.031,4,0.011,56,0.156,16,0.045,303,0.844,0.814
17K751,Academy for Health Careers,2018-19,301,0,0,0,0,0,0,0,0,0,0,68,75,84,74,219,0.728,82,0.272,14,0.047,229,0.761,44,0.146,9,0.03,5,0.017,43,0.143,11,0.037,253,0.841,0.812
17K770,P.S. 770 New American Academy,2014-15,294,35,66,48,42,50,36,17,0,0,0,0,0,0,0,140,0.476,154,0.524,3,0.01,211,0.718,28,0.095,20,0.068,32,0.109,45,0.153,6,0.02,196,0.667,0.61
17K770,P.S. 770 New American Academy,2015-16,303,35,62,57,52,27,45,25,0,0,0,0,0,0,0,147,0.485,156,0.515,3,0.01,197,0.65,24,0.079,32,0.106,47,0.155,51,0.168,5,0.017,186,0.614,0.541
17K770,P.S. 770 New American Academy,2016-17,276,34,53,52,48,36,19,34,0,0,0,0,0,0,0,141,0.511,135,0.489,4,0.014,169,0.612,23,0.083,33,0.12,47,0.17,40,0.145,4,0.014,171,0.62,0.521
17K770,P.S. 770 New American Academy,2017-18,289,36,61,51,46,43,35,17,0,0,0,0,0,0,0,141,0.488,148,0.512,4,0.014,169,0.585,26,0.09,35,0.121,55,0.19,49,0.17,7,0.024,166,0.574,0.582
17K770,P.S. 770 New American Academy,2018-19,317,44,57,51,47,41,42,35,0,0,0,0,0,0,0,156,0.492,161,0.508,8,0.025,171,0.539,30,0.095,46,0.145,62,0.196,45,0.142,7,0.022,168,0.53,0.539
18K066,P.S. 66,2014-15,815,17,75,80,75,82,88,78,107,112,101,0,0,0,0,427,0.524,388,0.476,5,0.006,713,0.875,62,0.076,10,0.012,25,0.031,83,0.102,19,0.023,604,0.741,0.525
18K066,P.S. 66,2015-16,819,18,67,80,82,83,87,88,105,101,108,0,0,0,0,440,0.537,379,0.463,6,0.007,723,0.883,57,0.07,12,0.015,21,0.026,99,0.121,16,0.02,597,0.729,0.521
18K066,P.S. 66,2016-17,814,18,65,68,79,86,91,93,109,103,102,0,0,0,0,430,0.528,384,0.472,5,0.006,719,0.883,59,0.072,13,0.016,18,0.022,89,0.109,19,0.023,606,0.744,0.497
18K066,P.S. 66,2017-18,822,31,64,69,70,76,86,95,122,107,102,0,0,0,0,425,0.517,397,0.483,6,0.007,717,0.872,65,0.079,13,0.016,21,0.026,97,0.118,24,0.029,598,0.727,0.608
18K066,P.S. 66,2018-19,798,30,57,72,67,66,78,84,118,127,99,0,0,0,0,395,0.495,403,0.505,9,0.011,681,0.853,68,0.085,13,0.016,27,0.034,104,0.13,29,0.036,539,0.675,0.595
18K068,I.S. 068 Isaac Bildersee,2014-15,547,0,0,0,0,0,0,0,122,201,224,0,0,0,0,249,0.455,298,0.545,4,0.007,497,0.909,26,0.048,3,0.005,17,0.031,139,0.254,74,0.135,406,0.742,0.592
18K068,I.S. 068 Isaac Bildersee,2015-16,464,0,0,0,0,0,0,0,110,139,215,0,0,0,0,208,0.448,256,0.552,4,0.009,416,0.897,25,0.054,5,0.011,14,0.03,135,0.291,68,0.147,326,0.703,0.595
18K068,I.S. 068 Isaac Bildersee,2016-17,393,0,0,0,0,0,0,0,117,131,145,0,0,0,0,182,0.463,211,0.537,5,0.013,341,0.868,26,0.066,5,0.013,16,0.041,114,0.29,76,0.193,273,0.695,0.565
18K068,I.S. 068 Isaac Bildersee,2017-18,339,0,0,0,0,0,0,0,76,120,143,0,0,0,0,159,0.469,180,0.531,9,0.027,282,0.832,24,0.071,3,0.009,21,0.062,97,0.286,73,0.215,285,0.841,0.763
18K068,I.S. 068 Isaac Bildersee,2018-19,289,0,0,0,0,0,0,0,77,84,128,0,0,0,0,123,0.426,166,0.574,12,0.042,224,0.775,28,0.097,4,0.014,21,0.073,82,0.284,68,0.235,233,0.806,0.75
18K114,P.S. 114 Ryder Elementary,2014-15,600,52,99,75,106,79,104,85,0,0,0,0,0,0,0,283,0.472,317,0.528,13,0.022,497,0.828,51,0.085,3,0.005,36,0.06,122,0.203,65,0.108,406,0.677,0.698
18K114,P.S. 114 Ryder Elementary,2015-16,603,52,79,104,71,104,85,108,0,0,0,0,0,0,0,290,0.481,313,0.519,12,0.02,489,0.811,61,0.101,5,0.008,36,0.06,126,0.209,71,0.118,409,0.678,0.708
18K114,P.S. 114 Ryder Elementary,2016-17,521,39,74,63,93,67,100,85,0,0,0,0,0,0,0,256,0.491,265,0.509,8,0.015,419,0.804,53,0.102,3,0.006,38,0.073,117,0.225,74,0.142,341,0.655,0.677
18K114,P.S. 114 Ryder Elementary,2017-18,522,52,74,69,73,88,76,90,0,0,0,0,0,0,0,266,0.51,256,0.49,6,0.011,430,0.824,59,0.113,5,0.01,22,0.042,130,0.249,70,0.134,412,0.789,0.821
18K114,P.S. 114 Ryder Elementary,2018-19,515,52,82,73,70,77,82,79,0,0,0,0,0,0,0,272,0.528,243,0.472,12,0.023,405,0.786,69,0.134,5,0.01,24,0.047,118,0.229,70,0.136,393,0.763,0.79
18K115,P.S. 115 Daniel Mucatel School,2014-15,1160,89,160,183,178,177,208,165,0,0,0,0,0,0,0,600,0.517,560,0.483,36,0.031,986,0.85,94,0.081,11,0.009,33,0.028,169,0.146,34,0.029,622,0.536,0.552
18K115,P.S. 115 Daniel Mucatel School,2015-16,1092,96,146,156,161,178,182,173,0,0,0,0,0,0,0,539,0.494,553,0.506,37,0.034,923,0.845,85,0.078,14,0.013,33,0.03,186,0.17,37,0.034,567,0.519,0.531
18K115,P.S. 115 Daniel Mucatel School,2016-17,1014,97,140,142,148,171,164,152,0,0,0,0,0,0,0,516,0.509,498,0.491,34,0.034,840,0.828,85,0.084,13,0.013,42,0.041,175,0.173,56,0.055,483,0.476,0.501
18K115,P.S. 115 Daniel Mucatel School,2017-18,971,98,128,133,152,150,155,155,0,0,0,0,0,0,0,478,0.492,493,0.508,39,0.04,791,0.815,80,0.082,14,0.014,47,0.048,183,0.188,77,0.079,621,0.64,0.667
18K115,P.S. 115 Daniel Mucatel School,2018-19,902,86,111,128,128,151,148,150,0,0,0,0,0,0,0,447,0.496,455,0.504,28,0.031,735,0.815,76,0.084,14,0.016,49,0.054,160,0.177,72,0.08,554,0.614,0.64
18K135,P.S. 135 Sheldon A. Brookner,2014-15,668,35,106,93,109,114,121,90,0,0,0,0,0,0,0,354,0.53,314,0.47,5,0.007,593,0.888,49,0.073,10,0.015,11,0.016,72,0.108,17,0.025,596,0.892,0.674
18K135,P.S. 135 Sheldon A. Brookner,2015-16,665,32,96,107,83,116,115,116,0,0,0,0,0,0,0,344,0.517,321,0.483,6,0.009,582,0.875,49,0.074,13,0.02,15,0.023,69,0.104,27,0.041,590,0.887,0.644
18K135,P.S. 135 Sheldon A. Brookner,2016-17,608,35,63,103,102,90,115,100,0,0,0,0,0,0,0,306,0.503,302,0.497,3,0.005,508,0.836,51,0.084,11,0.018,35,0.058,62,0.102,38,0.063,550,0.905,0.655
18K135,P.S. 135 Sheldon A. Brookner,2017-18,574,29,78,64,94,111,90,108,0,0,0,0,0,0,0,292,0.509,282,0.491,7,0.012,463,0.807,49,0.085,9,0.016,46,0.08,74,0.129,50,0.087,506,0.882,0.806
18K135,P.S. 135 Sheldon A. Brookner,2018-19,515,36,60,71,79,91,96,82,0,0,0,0,0,0,0,239,0.464,276,0.536,6,0.012,414,0.804,41,0.08,8,0.016,46,0.089,71,0.138,42,0.082,438,0.85,0.782
18K208,P.S. 208 Elsa Ebeling,2014-15,459,33,56,60,83,79,79,69,0,0,0,0,0,0,0,229,0.499,230,0.501,9,0.02,419,0.913,19,0.041,4,0.009,8,0.017,86,0.187,18,0.039,383,0.834,0.546
18K208,P.S. 208 Elsa Ebeling,2015-16,445,29,53,63,60,88,79,73,0,0,0,0,0,0,0,217,0.488,228,0.512,5,0.011,415,0.933,15,0.034,3,0.007,7,0.016,100,0.225,8,0.018,376,0.845,0.522
18K208,P.S. 208 Elsa Ebeling,2016-17,436,36,65,55,66,62,84,68,0,0,0,0,0,0,0,213,0.489,223,0.511,6,0.014,400,0.917,20,0.046,2,0.005,8,0.018,104,0.239,11,0.025,380,0.872,0.538
18K208,P.S. 208 Elsa Ebeling,2017-18,380,24,48,67,43,59,63,76,0,0,0,0,0,0,0,192,0.505,188,0.495,7,0.018,347,0.913,18,0.047,2,0.005,6,0.016,104,0.274,14,0.037,321,0.845,0.72
18K208,P.S. 208 Elsa Ebeling,2018-19,359,33,41,46,68,47,64,60,0,0,0,0,0,0,0,169,0.471,190,0.529,7,0.019,323,0.9,20,0.056,3,0.008,6,0.017,95,0.265,11,0.031,313,0.872,0.731
18K211,I.S. 211 John Wilson,2014-15,624,0,0,0,0,0,0,0,189,214,221,0,0,0,0,312,0.5,312,0.5,1,0.002,569,0.912,43,0.069,5,0.008,6,0.01,136,0.218,26,0.042,516,0.827,0.603
18K211,I.S. 211 John Wilson,2015-16,590,0,0,0,0,0,0,0,178,189,223,0,0,0,0,299,0.507,291,0.493,3,0.005,513,0.869,63,0.107,3,0.005,8,0.014,145,0.246,24,0.041,472,0.8,0.59
18K211,I.S. 211 John Wilson,2016-17,539,0,0,0,0,0,0,0,173,180,186,0,0,0,0,262,0.486,277,0.514,5,0.009,464,0.861,55,0.102,5,0.009,10,0.019,134,0.249,20,0.037,437,0.811,0.597
18K211,I.S. 211 John Wilson,2017-18,522,0,0,0,0,0,0,0,142,195,185,0,0,0,0,250,0.479,272,0.521,7,0.013,453,0.868,45,0.086,7,0.013,10,0.019,135,0.259,32,0.061,439,0.841,0.707
18K211,I.S. 211 John Wilson,2018-19,436,0,0,0,0,0,0,0,112,138,186,0,0,0,0,205,0.47,231,0.53,8,0.018,359,0.823,44,0.101,9,0.021,16,0.037,118,0.271,43,0.099,352,0.807,0.695
18K219,P.S. 219 Kennedy-King,2014-15,564,63,86,72,96,72,86,89,0,0,0,0,0,0,0,284,0.504,280,0.496,8,0.014,491,0.871,54,0.096,7,0.012,4,0.007,129,0.229,26,0.046,406,0.72,0.756
18K219,P.S. 219 Kennedy-King,2015-16,557,71,75,90,71,99,75,76,0,0,0,0,0,0,0,275,0.494,282,0.506,6,0.011,471,0.846,67,0.12,8,0.014,5,0.009,129,0.232,36,0.065,390,0.7,0.73
18K219,P.S. 219 Kennedy-King,2016-17,536,59,81,69,82,63,107,75,0,0,0,0,0,0,0,274,0.511,262,0.489,10,0.019,446,0.832,65,0.121,7,0.013,8,0.015,116,0.216,46,0.086,367,0.685,0.718
18K219,P.S. 219 Kennedy-King,2017-18,534,65,77,70,71,83,70,98,0,0,0,0,0,0,0,267,0.5,267,0.5,12,0.022,454,0.85,51,0.096,6,0.011,11,0.021,134,0.251,48,0.09,428,0.801,0.834
18K219,P.S. 219 Kennedy-King,2018-19,427,36,53,74,68,61,77,58,0,0,0,0,0,0,0,204,0.478,223,0.522,6,0.014,360,0.843,46,0.108,6,0.014,9,0.021,105,0.246,49,0.115,336,0.787,0.848
18K233,P.S. 233 Langston Hughes,2014-15,527,67,58,85,72,89,80,76,0,0,0,0,0,0,0,281,0.533,246,0.467,2,0.004,499,0.947,20,0.038,2,0.004,4,0.008,91,0.173,13,0.025,475,0.901,0.608
18K233,P.S. 233 Langston Hughes,2015-16,511,49,90,59,74,71,88,80,0,0,0,0,0,0,0,285,0.558,226,0.442,4,0.008,474,0.928,25,0.049,5,0.01,3,0.006,94,0.184,13,0.025,446,0.873,0.604
18K233,P.S. 233 Langston Hughes,2016-17,479,55,64,85,52,76,69,78,0,0,0,0,0,0,0,243,0.507,236,0.493,6,0.013,442,0.923,25,0.052,3,0.006,3,0.006,88,0.184,14,0.029,421,0.879,0.553
18K233,P.S. 233 Langston Hughes,2017-18,457,46,63,72,78,52,77,69,0,0,0,0,0,0,0,233,0.51,224,0.49,4,0.009,420,0.919,24,0.053,2,0.004,7,0.015,96,0.21,19,0.042,395,0.864,0.721
18K233,P.S. 233 Langston Hughes,2018-19,416,50,52,55,68,69,49,73,0,0,0,0,0,0,0,206,0.495,210,0.505,4,0.01,379,0.911,24,0.058,1,0.002,8,0.019,85,0.204,13,0.031,347,0.834,0.705
18K235,P.S. 235 Janice Marie Knight School,2014-15,1274,33,168,167,160,130,175,146,120,84,91,0,0,0,0,699,0.549,575,0.451,18,0.014,1198,0.94,25,0.02,16,0.013,17,0.013,100,0.078,10,0.008,968,0.76,0.525
18K235,P.S. 235 Janice Marie Knight School,2015-16,1274,34,139,197,154,155,137,165,100,111,82,0,0,0,0,695,0.546,579,0.454,22,0.017,1184,0.929,25,0.02,22,0.017,21,0.016,100,0.078,16,0.013,947,0.743,0.512
18K235,P.S. 235 Janice Marie Knight School,2016-17,1262,34,139,161,194,145,159,124,102,93,111,0,0,0,0,689,0.546,573,0.454,15,0.012,1181,0.936,22,0.017,23,0.018,21,0.017,100,0.079,22,0.017,909,0.72,0.489
18K235,P.S. 235 Janice Marie Knight School,2017-18,1254,32,138,155,150,186,140,145,125,92,91,0,0,0,0,682,0.544,572,0.456,16,0.013,1164,0.928,30,0.024,25,0.02,19,0.015,112,0.089,17,0.014,907,0.723,0.565
18K235,P.S. 235 Janice Marie Knight School,2018-19,1220,30,106,140,163,155,180,137,97,120,92,0,0,0,0,676,0.554,544,0.446,12,0.01,1129,0.925,35,0.029,29,0.024,15,0.012,112,0.092,17,0.014,795,0.652,0.505
18K244,P.S. 244 Richard R. Green,2014-15,652,27,78,98,109,112,125,103,0,0,0,0,0,0,0,314,0.482,338,0.518,2,0.003,628,0.963,15,0.023,3,0.005,4,0.006,144,0.221,22,0.034,543,0.833,0.648
18K244,P.S. 244 Richard R. Green,2015-16,610,35,67,77,101,104,110,116,0,0,0,0,0,0,0,317,0.52,293,0.48,2,0.003,584,0.957,15,0.025,4,0.007,5,0.008,138,0.226,12,0.02,491,0.805,0.607
18K244,P.S. 244 Richard R. Green,2016-17,550,26,75,63,80,97,109,100,0,0,0,0,0,0,0,267,0.485,283,0.515,1,0.002,522,0.949,20,0.036,2,0.004,5,0.009,129,0.235,22,0.04,464,0.844,0.605
18K244,P.S. 244 Richard R. Green,2017-18,494,35,46,74,53,85,97,104,0,0,0,0,0,0,0,232,0.47,262,0.53,3,0.006,453,0.917,30,0.061,5,0.01,3,0.006,124,0.251,20,0.04,405,0.82,0.711
18K244,P.S. 244 Richard R. Green,2018-19,482,30,67,60,81,62,88,94,0,0,0,0,0,0,0,219,0.454,263,0.546,9,0.019,434,0.9,28,0.058,6,0.012,5,0.01,107,0.222,20,0.041,392,0.813,0.689
18K268,P.S. 268 Emma Lazarus,2014-15,438,35,50,55,67,91,78,62,0,0,0,0,0,0,0,229,0.523,209,0.477,5,0.011,406,0.927,19,0.043,0,0,8,0.018,60,0.137,26,0.059,412,0.941,0.673
18K268,P.S. 268 Emma Lazarus,2015-16,429,36,70,53,53,57,87,73,0,0,0,0,0,0,0,228,0.531,201,0.469,1,0.002,404,0.942,16,0.037,0,0,8,0.019,61,0.142,22,0.051,384,0.895,0.683
