DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
01M448,University Neighborhood High School,2016-17,392,0,0,0,0,0,0,0,0,0,0,136,111,78,67,176,0.449,216,0.551,119,0.304,94,0.24,166,0.423,2,0.005,11,0.028,58,0.148,35,0.089,351,0.895,0.753
01M448,University Neighborhood High School,2017-18,465,0,0,0,0,0,0,0,0,0,0,160,130,94,81,198,0.426,267,0.574,141,0.303,100,0.215,206,0.443,3,0.006,15,0.032,80,0.172,49,0.105,415,0.892,0.829
01M448,University Neighborhood High School,2018-19,483,0,0,0,0,0,0,0,0,0,0,131,139,120,93,230,0.476,253,0.524,178,0.369,94,0.195,184,0.381,5,0.01,22,0.046,81,0.168,71,0.147,419,0.867,0.82
01M450,East Side Community School,2014-15,666,0,0,0,0,0,0,0,103,91,87,94,101,93,97,313,0.47,353,0.53,62,0.093,143,0.215,376,0.565,13,0.02,72,0.108,183,0.275,8,0.012,494,0.742,0.6
01M450,East Side Community School,2015-16,677,0,0,0,0,0,0,0,95,103,93,103,96,97,90,334,0.493,343,0.507,73,0.108,139,0.205,361,0.533,23,0.034,81,0.12,191,0.282,6,0.009,471,0.696,0.587
01M450,East Side Community School,2016-17,699,0,0,0,0,0,0,0,108,91,107,107,96,101,89,335,0.479,364,0.521,78,0.112,126,0.18,381,0.545,21,0.03,93,0.133,200,0.286,4,0.006,475,0.68,0.575
01M450,East Side Community School,2017-18,683,0,0,0,0,0,0,0,99,105,94,95,100,93,97,317,0.464,366,0.536,81,0.119,113,0.165,367,0.537,22,0.032,100,0.146,182,0.266,6,0.009,447,0.654,0.629
01M450,East Side Community School,2018-19,680,0,0,0,0,0,0,0,101,101,108,96,93,91,90,323,0.475,357,0.525,80,0.118,113,0.166,366,0.538,17,0.025,104,0.153,184,0.271,9,0.013,452,0.665,0.641
01M458,Forsyth Satellite Academy,2014-15,179,0,0,0,0,0,0,0,0,0,0,29,49,47,54,102,0.57,77,0.43,2,0.011,76,0.425,97,0.542,1,0.006,3,0.017,31,0.173,16,0.089,147,0.821,0.738
01M458,Forsyth Satellite Academy,2015-16,215,0,0,0,0,0,0,0,0,0,0,17,85,50,63,126,0.586,89,0.414,3,0.014,79,0.367,129,0.6,1,0.005,3,0.014,45,0.209,15,0.07,153,0.712,0.723
01M458,Forsyth Satellite Academy,2016-17,212,0,0,0,0,0,0,0,0,0,0,11,53,74,74,123,0.58,89,0.42,1,0.005,76,0.358,127,0.599,1,0.005,7,0.033,45,0.212,11,0.052,145,0.684,0.649
01M458,Forsyth Satellite Academy,2017-18,203,0,0,0,0,0,0,0,0,0,0,16,65,79,43,117,0.576,86,0.424,1,0.005,70,0.345,121,0.596,2,0.01,9,0.044,57,0.281,16,0.079,176,0.867,0.85
01M458,Forsyth Satellite Academy,2018-19,194,0,0,0,0,0,0,0,0,0,0,19,46,77,52,103,0.531,91,0.469,0,0,84,0.433,98,0.505,4,0.021,8,0.041,62,0.32,11,0.057,163,0.84,0.848
01M509,Marta Valle High School,2014-15,363,0,0,0,0,0,0,0,0,0,0,112,119,52,80,206,0.567,157,0.433,21,0.058,145,0.399,185,0.51,2,0.006,10,0.028,103,0.284,33,0.091,312,0.86,0.768
01M509,Marta Valle High School,2015-16,272,0,0,0,0,0,0,0,0,0,0,81,83,50,58,166,0.61,106,0.39,9,0.033,115,0.423,142,0.522,1,0.004,5,0.018,76,0.279,22,0.081,245,0.901,0.789
01M509,Marta Valle High School,2016-17,204,0,0,0,0,0,0,0,0,0,0,51,58,47,48,126,0.618,78,0.382,6,0.029,72,0.353,121,0.593,1,0.005,4,0.02,60,0.294,18,0.088,186,0.912,0.759
01M509,Marta Valle High School,2017-18,148,0,0,0,0,0,0,0,0,0,0,39,33,38,38,88,0.595,60,0.405,7,0.047,47,0.318,88,0.595,2,0.014,4,0.027,38,0.257,10,0.068,138,0.932,0.821
01M509,Marta Valle High School,2018-19,127,0,0,0,0,0,0,0,0,0,0,36,32,25,34,77,0.606,50,0.394,9,0.071,47,0.37,65,0.512,3,0.024,3,0.024,35,0.276,8,0.063,112,0.882,0.808
01M515,Lower East Side Preparatory High School,2014-15,528,0,0,0,0,0,0,0,0,0,0,0,181,192,155,228,0.432,300,0.568,343,0.65,48,0.091,125,0.237,5,0.009,7,0.013,20,0.038,365,0.691,203,0.384,0.884
01M515,Lower East Side Preparatory High School,2015-16,564,0,0,0,0,0,0,0,0,0,0,0,216,190,158,252,0.447,312,0.553,333,0.59,68,0.121,149,0.264,6,0.011,8,0.014,29,0.051,354,0.628,198,0.351,0.895
01M515,Lower East Side Preparatory High School,2016-17,559,0,0,0,0,0,0,0,0,0,0,0,276,146,137,248,0.444,311,0.556,347,0.621,60,0.107,139,0.249,3,0.005,10,0.018,30,0.054,390,0.698,186,0.333,0.9
01M515,Lower East Side Preparatory High School,2017-18,557,0,0,0,0,0,0,0,0,0,0,0,212,200,145,237,0.425,320,0.575,318,0.571,58,0.104,165,0.296,6,0.011,10,0.018,31,0.056,392,0.704,431,0.774,0.951
01M515,Lower East Side Preparatory High School,2018-19,543,0,0,0,0,0,0,0,0,0,0,44,151,124,224,231,0.425,312,0.575,274,0.505,51,0.094,206,0.379,2,0.004,10,0.018,42,0.077,390,0.718,377,0.694,0.937
01M539,"New Explorations into Science, Technology and Math",2014-15,1735,0,100,112,114,115,113,134,150,137,137,121,189,194,119,894,0.515,841,0.485,577,0.333,158,0.091,190,0.11,88,0.051,722,0.416,66,0.038,2,0.001,490,0.282,0.259
01M539,"New Explorations into Science, Technology and Math",2015-16,1753,0,123,111,113,115,117,116,144,122,137,143,139,185,188,885,0.505,868,0.495,579,0.33,153,0.087,198,0.113,91,0.052,732,0.418,82,0.047,7,0.004,478,0.273,0.253
01M539,"New Explorations into Science, Technology and Math",2016-17,1745,0,100,151,124,118,113,113,154,137,121,161,149,126,178,866,0.496,879,0.504,579,0.332,140,0.08,193,0.111,113,0.065,720,0.413,107,0.061,7,0.004,441,0.253,0.23
01M539,"New Explorations into Science, Technology and Math",2017-18,1734,0,100,116,149,122,116,112,152,149,136,145,163,146,128,831,0.479,903,0.521,575,0.332,134,0.077,204,0.118,129,0.074,692,0.399,140,0.081,14,0.008,415,0.239,0.282
01M539,"New Explorations into Science, Technology and Math",2018-19,1754,0,100,116,119,148,116,109,145,141,145,162,154,158,141,833,0.475,921,0.525,584,0.333,118,0.067,199,0.113,156,0.089,697,0.397,161,0.092,28,0.016,412,0.235,0.259
01M650,Cascades High School,2014-15,230,0,0,0,0,0,0,0,0,0,0,13,63,91,63,134,0.583,96,0.417,8,0.035,89,0.387,120,0.522,2,0.009,11,0.048,19,0.083,5,0.022,172,0.748,0.69
01M650,Cascades High School,2015-16,233,0,0,0,0,0,0,0,0,0,0,7,62,65,99,136,0.584,97,0.416,9,0.039,78,0.335,129,0.554,2,0.009,15,0.064,20,0.086,8,0.034,172,0.738,0.646
01M650,Cascades High School,2016-17,239,0,0,0,0,0,0,0,0,0,0,29,56,74,80,124,0.519,115,0.481,9,0.038,82,0.343,131,0.548,4,0.017,13,0.054,29,0.121,6,0.025,185,0.774,0.699
01M650,Cascades High School,2017-18,241,0,0,0,0,0,0,0,0,0,0,34,80,73,54,132,0.548,109,0.452,10,0.041,95,0.394,127,0.527,4,0.017,5,0.021,34,0.141,7,0.029,205,0.851,0.855
01M650,Cascades High School,2018-19,187,0,0,0,0,0,0,0,0,0,0,18,74,55,40,89,0.476,98,0.524,5,0.027,90,0.481,90,0.481,0,0,2,0.011,39,0.209,4,0.021,157,0.84,0.831
01M696,Bard High School Early College,2014-15,545,0,0,0,0,0,0,0,0,0,0,129,129,134,153,326,0.598,219,0.402,93,0.171,94,0.172,101,0.185,9,0.017,248,0.455,6,0.011,0,0,191,0.35,0.309
01M696,Bard High School Early College,2015-16,535,0,0,0,0,0,0,0,0,0,0,147,139,119,130,315,0.589,220,0.411,122,0.228,86,0.161,88,0.164,11,0.021,228,0.426,5,0.009,0,0,222,0.415,0.37
01M696,Bard High School Early College,2016-17,548,0,0,0,0,0,0,0,0,0,0,140,154,140,114,338,0.617,210,0.383,141,0.257,88,0.161,97,0.177,9,0.016,213,0.389,16,0.029,0,0,250,0.456,0.379
01M696,Bard High School Early College,2017-18,588,0,0,0,0,0,0,0,0,0,0,168,136,152,132,371,0.631,217,0.369,167,0.284,80,0.136,100,0.17,11,0.019,230,0.391,30,0.051,1,0.002,259,0.44,0.414
01M696,Bard High School Early College,2018-19,615,0,0,0,0,0,0,0,0,0,0,173,169,128,145,379,0.616,236,0.384,178,0.289,66,0.107,108,0.176,15,0.024,248,0.403,48,0.078,1,0.002,247,0.402,0.39
01M839,Tompkins Square Middle School,2014-15,368,0,0,0,0,0,0,0,123,123,122,0,0,0,0,191,0.519,177,0.481,81,0.22,53,0.144,149,0.405,14,0.038,71,0.193,96,0.261,13,0.035,255,0.693,0.596
01M839,Tompkins Square Middle School,2015-16,371,0,0,0,0,0,0,0,127,124,120,0,0,0,0,195,0.526,176,0.474,87,0.235,59,0.159,138,0.372,12,0.032,75,0.202,90,0.243,11,0.03,257,0.693,0.581
01M839,Tompkins Square Middle School,2016-17,374,0,0,0,0,0,0,0,128,124,122,0,0,0,0,200,0.535,174,0.465,99,0.265,60,0.16,132,0.353,11,0.029,72,0.193,103,0.275,14,0.037,251,0.671,0.569
01M839,Tompkins Square Middle School,2017-18,373,0,0,0,0,0,0,0,125,122,126,0,0,0,0,198,0.531,175,0.469,86,0.231,51,0.137,144,0.386,14,0.038,78,0.209,103,0.276,8,0.021,259,0.694,0.68
01M839,Tompkins Square Middle School,2018-19,362,0,0,0,0,0,0,0,120,122,120,0,0,0,0,193,0.533,169,0.467,78,0.215,47,0.13,147,0.406,14,0.039,76,0.21,99,0.273,7,0.019,244,0.674,0.659
02M001,P.S. 001 Alfred E. Smith,2014-15,465,57,69,64,61,67,79,68,0,0,0,0,0,0,0,214,0.46,251,0.54,310,0.667,52,0.112,95,0.204,2,0.004,6,0.013,81,0.174,146,0.314,311,0.669,0.719
02M001,P.S. 001 Alfred E. Smith,2015-16,400,28,48,58,60,61,70,75,0,0,0,0,0,0,0,189,0.472,211,0.527,257,0.642,49,0.123,87,0.218,3,0.007,4,0.01,101,0.252,100,0.25,246,0.615,0.701
02M001,P.S. 001 Alfred E. Smith,2016-17,356,34,50,48,55,53,53,63,0,0,0,0,0,0,0,178,0.5,178,0.5,216,0.607,41,0.115,84,0.236,4,0.011,11,0.031,89,0.25,83,0.233,204,0.573,0.68
02M001,P.S. 001 Alfred E. Smith,2017-18,318,24,44,51,46,47,55,51,0,0,0,0,0,0,0,158,0.497,160,0.503,170,0.535,56,0.176,82,0.258,4,0.013,6,0.019,90,0.283,64,0.201,257,0.808,0.843
02M001,P.S. 001 Alfred E. Smith,2018-19,295,29,35,40,42,47,47,55,0,0,0,0,0,0,0,137,0.464,158,0.536,147,0.498,53,0.18,84,0.285,4,0.014,7,0.024,81,0.275,56,0.19,223,0.756,0.814
02M002,P.S. 002 Meyer London,2014-15,760,33,96,116,149,120,127,119,0,0,0,0,0,0,0,355,0.467,405,0.533,651,0.857,33,0.043,64,0.084,0,0,12,0.016,137,0.18,317,0.417,740,0.974,0.838
02M002,P.S. 002 Meyer London,2015-16,672,21,86,84,107,139,117,118,0,0,0,0,0,0,0,313,0.466,359,0.534,573,0.853,27,0.04,63,0.094,1,0.001,8,0.012,137,0.204,241,0.359,649,0.966,0.814
02M002,P.S. 002 Meyer London,2016-17,603,36,77,76,81,98,129,106,0,0,0,0,0,0,0,283,0.469,320,0.531,487,0.808,34,0.056,75,0.124,0,0,7,0.012,121,0.201,191,0.317,579,0.96,0.803
02M002,P.S. 002 Meyer London,2017-18,552,22,88,69,81,79,93,120,0,0,0,0,0,0,0,261,0.473,291,0.527,434,0.786,29,0.053,82,0.149,2,0.004,5,0.009,126,0.228,180,0.326,533,0.966,0.91
02M002,P.S. 002 Meyer London,2018-19,483,20,63,84,67,78,79,92,0,0,0,0,0,0,0,220,0.455,263,0.545,367,0.76,39,0.081,71,0.147,0,0,6,0.012,109,0.226,153,0.317,450,0.932,0.891
02M003,P.S. 003 Charrette School,2014-15,809,51,112,142,122,159,111,112,0,0,0,0,0,0,0,393,0.486,416,0.514,52,0.064,44,0.054,95,0.117,53,0.066,565,0.698,150,0.185,35,0.043,132,0.163,0.16
02M003,P.S. 003 Charrette School,2015-16,789,53,129,108,126,118,156,99,0,0,0,0,0,0,0,375,0.475,414,0.525,56,0.071,42,0.053,97,0.123,41,0.052,553,0.701,152,0.193,34,0.043,132,0.167,0.14
02M003,P.S. 003 Charrette School,2016-17,778,50,132,118,103,117,111,147,0,0,0,0,0,0,0,393,0.505,385,0.495,52,0.067,42,0.054,105,0.135,41,0.053,538,0.692,146,0.188,32,0.041,115,0.148,0.139
02M003,P.S. 003 Charrette School,2017-18,753,54,126,134,113,98,120,108,0,0,0,0,0,0,0,369,0.49,384,0.51,65,0.086,43,0.057,104,0.138,39,0.052,502,0.667,157,0.208,24,0.032,165,0.219,0.202
02M003,P.S. 003 Charrette School,2018-19,731,54,125,111,127,100,99,115,0,0,0,0,0,0,0,357,0.488,374,0.512,69,0.094,39,0.053,119,0.163,43,0.059,461,0.631,143,0.196,32,0.044,163,0.223,0.175
02M006,P.S. 006 Lillie D. Blake,2014-15,726,0,117,126,136,126,126,95,0,0,0,0,0,0,0,335,0.461,391,0.539,82,0.113,18,0.025,54,0.074,25,0.034,547,0.753,123,0.169,18,0.025,55,0.076,0.11
02M006,P.S. 006 Lillie D. Blake,2015-16,700,0,105,113,120,124,124,114,0,0,0,0,0,0,0,321,0.459,379,0.541,91,0.13,15,0.021,50,0.071,18,0.026,526,0.751,135,0.193,13,0.019,46,0.066,0.104
02M006,P.S. 006 Lillie D. Blake,2016-17,683,40,100,99,104,112,119,109,0,0,0,0,0,0,0,330,0.483,353,0.517,89,0.13,14,0.02,50,0.073,18,0.026,512,0.75,114,0.167,22,0.032,44,0.064,0.095
02M006,P.S. 006 Lillie D. Blake,2017-18,694,78,100,105,93,97,106,115,0,0,0,0,0,0,0,340,0.49,354,0.51,103,0.148,17,0.024,45,0.065,12,0.017,517,0.745,118,0.17,20,0.029,83,0.12,0.124
02M006,P.S. 006 Lillie D. Blake,2018-19,671,83,104,109,100,90,86,99,0,0,0,0,0,0,0,343,0.511,328,0.489,115,0.171,16,0.024,41,0.061,11,0.016,488,0.727,103,0.154,22,0.033,82,0.122,0.102
02M011,P.S. 011 William T. Harris,2014-15,872,18,127,167,181,144,132,103,0,0,0,0,0,0,0,391,0.448,481,0.552,111,0.127,64,0.073,242,0.278,31,0.036,424,0.486,127,0.146,31,0.036,255,0.292,0.298
02M011,P.S. 011 William T. Harris,2015-16,921,18,146,133,161,186,148,129,0,0,0,0,0,0,0,434,0.471,487,0.529,133,0.144,63,0.068,234,0.254,39,0.042,452,0.491,127,0.138,32,0.035,260,0.282,0.296
02M011,P.S. 011 William T. Harris,2016-17,931,18,146,154,131,156,181,145,0,0,0,0,0,0,0,464,0.498,467,0.502,139,0.149,68,0.073,224,0.241,42,0.045,458,0.492,125,0.134,32,0.034,262,0.281,0.275
02M011,P.S. 011 William T. Harris,2017-18,923,18,140,155,146,131,150,183,0,0,0,0,0,0,0,463,0.502,460,0.498,146,0.158,57,0.062,223,0.242,60,0.065,437,0.473,137,0.148,30,0.033,277,0.3,0.344
02M011,P.S. 011 William T. Harris,2018-19,888,18,153,137,155,145,134,146,0,0,0,0,0,0,0,430,0.484,458,0.516,137,0.154,51,0.057,216,0.243,75,0.084,409,0.461,133,0.15,29,0.033,276,0.311,0.336
02M033,P.S. 033 Chelsea Prep,2014-15,634,36,102,113,92,113,109,69,0,0,0,0,0,0,0,321,0.506,313,0.494,158,0.249,75,0.118,197,0.311,43,0.068,161,0.254,78,0.123,33,0.052,314,0.495,0.423
02M033,P.S. 033 Chelsea Prep,2015-16,639,30,90,107,111,94,103,104,0,0,0,0,0,0,0,323,0.505,316,0.495,161,0.252,76,0.119,190,0.297,43,0.067,169,0.264,83,0.13,25,0.039,298,0.466,0.392
02M033,P.S. 033 Chelsea Prep,2016-17,622,34,87,93,113,102,93,100,0,0,0,0,0,0,0,323,0.519,299,0.481,142,0.228,89,0.143,178,0.286,54,0.087,159,0.256,87,0.14,20,0.032,286,0.46,0.415
02M033,P.S. 033 Chelsea Prep,2017-18,650,36,100,96,98,121,102,97,0,0,0,0,0,0,0,342,0.526,308,0.474,147,0.226,117,0.18,183,0.282,54,0.083,149,0.229,101,0.155,29,0.045,313,0.482,0.499
02M033,P.S. 033 Chelsea Prep,2018-19,632,33,81,114,94,99,113,98,0,0,0,0,0,0,0,315,0.498,317,0.502,149,0.236,116,0.184,182,0.288,56,0.089,129,0.204,93,0.147,38,0.06,308,0.487,0.487
02M040,P.S. 040 Augustus Saint-Gaudens,2014-15,624,18,116,114,97,96,96,87,0,0,0,0,0,0,0,313,0.502,311,0.498,57,0.091,18,0.029,85,0.136,63,0.101,401,0.643,114,0.183,9,0.014,54,0.087,0.121
02M040,P.S. 040 Augustus Saint-Gaudens,2015-16,631,36,99,100,108,97,95,96,0,0,0,0,0,0,0,324,0.513,307,0.487,54,0.086,18,0.029,84,0.133,73,0.116,402,0.637,115,0.182,16,0.025,53,0.084,0.112
02M040,P.S. 040 Augustus Saint-Gaudens,2016-17,650,35,126,103,94,103,96,93,0,0,0,0,0,0,0,336,0.517,314,0.483,70,0.108,18,0.028,93,0.143,67,0.103,402,0.618,119,0.183,25,0.038,54,0.083,0.111
02M040,P.S. 040 Augustus Saint-Gaudens,2017-18,673,36,127,125,96,96,97,96,0,0,0,0,0,0,0,346,0.514,327,0.486,80,0.119,10,0.015,95,0.141,73,0.108,415,0.617,117,0.174,21,0.031,67,0.1,0.164
02M040,P.S. 040 Augustus Saint-Gaudens,2018-19,708,35,125,138,125,96,93,96,0,0,0,0,0,0,0,357,0.504,351,0.496,86,0.121,12,0.017,99,0.14,72,0.102,439,0.62,113,0.16,18,0.025,81,0.114,0.139
02M041,P.S. 041 Greenwich Village,2014-15,757,35,100,134,122,116,116,134,0,0,0,0,0,0,0,388,0.513,369,0.487,71,0.094,16,0.021,72,0.095,80,0.106,518,0.684,128,0.169,9,0.012,31,0.041,0.058
02M041,P.S. 041 Greenwich Village,2015-16,721,36,121,91,131,115,118,109,0,0,0,0,0,0,0,375,0.52,346,0.48,66,0.092,13,0.018,69,0.096,75,0.104,498,0.691,121,0.168,14,0.019,29,0.04,0.052
02M041,P.S. 041 Greenwich Village,2016-17,699,36,97,124,91,125,114,112,0,0,0,0,0,0,0,379,0.542,320,0.458,57,0.082,13,0.019,62,0.089,84,0.12,483,0.691,113,0.162,10,0.014,31,0.044,0.052
02M041,P.S. 041 Greenwich Village,2017-18,694,36,119,100,119,90,123,107,0,0,0,0,0,0,0,376,0.542,318,0.458,54,0.078,9,0.013,72,0.104,80,0.115,479,0.69,108,0.156,11,0.016,65,0.094,0.078
02M041,P.S. 041 Greenwich Village,2018-19,694,53,110,112,95,118,90,116,0,0,0,0,0,0,0,355,0.512,339,0.488,51,0.073,10,0.014,63,0.091,90,0.13,480,0.692,112,0.161,11,0.016,49,0.071,0.076
02M042,P.S. 042 Benjamin Altman,2014-15,776,36,105,104,139,135,133,124,0,0,0,0,0,0,0,358,0.461,418,0.539,716,0.923,7,0.009,29,0.037,4,0.005,20,0.026,118,0.152,230,0.296,520,0.67,0.756
02M042,P.S. 042 Benjamin Altman,2015-16,737,46,102,99,94,132,132,132,0,0,0,0,0,0,0,341,0.463,396,0.537,686,0.931,2,0.003,30,0.041,4,0.005,15,0.02,122,0.166,202,0.274,455,0.617,0.729
02M042,P.S. 042 Benjamin Altman,2016-17,654,38,94,90,94,89,122,127,0,0,0,0,0,0,0,312,0.477,342,0.523,598,0.914,4,0.006,34,0.052,4,0.006,14,0.021,118,0.18,209,0.32,371,0.567,0.706
02M042,P.S. 042 Benjamin Altman,2017-18,653,42,112,99,95,90,86,129,0,0,0,0,0,0,0,307,0.47,346,0.53,579,0.887,9,0.014,44,0.067,5,0.008,16,0.025,112,0.172,225,0.345,498,0.763,0.824
02M042,P.S. 042 Benjamin Altman,2018-19,574,34,82,105,98,91,81,83,0,0,0,0,0,0,0,277,0.483,297,0.517,497,0.866,8,0.014,43,0.075,3,0.005,23,0.04,96,0.167,187,0.326,400,0.697,0.785
02M047,47 The American Sign Language and English Secondar,2014-15,169,0,0,0,0,0,0,0,0,0,0,44,50,68,7,109,0.645,60,0.355,2,0.012,48,0.284,109,0.645,1,0.006,9,0.053,43,0.254,8,0.047,141,0.834,0.731
02M047,47 The American Sign Language and English Secondar,2015-16,186,0,0,0,0,0,0,0,0,0,0,50,39,52,45,121,0.651,65,0.349,3,0.016,50,0.269,118,0.634,3,0.016,12,0.065,44,0.237,11,0.059,159,0.855,0.694
02M047,47 The American Sign Language and English Secondar,2016-17,179,0,0,0,0,0,0,0,0,0,0,56,51,37,35,130,0.726,49,0.274,3,0.017,55,0.307,110,0.615,3,0.017,8,0.045,46,0.257,9,0.05,160,0.894,0.725
02M047,47 The American Sign Language and English Secondar,2017-18,165,0,0,0,0,1,0,0,0,0,0,38,57,32,37,123,0.745,42,0.255,3,0.018,47,0.285,107,0.648,3,0.018,5,0.03,54,0.327,13,0.079,146,0.885,0.836
02M047,47 The American Sign Language and English Secondar,2018-19,196,0,0,0,0,0,0,0,0,0,0,76,35,46,39,140,0.714,56,0.286,6,0.031,54,0.276,126,0.643,1,0.005,9,0.046,53,0.27,9,0.046,173,0.883,0.768
02M051,P.S. 051 Elias Howe,2014-15,350,36,53,55,46,57,54,49,0,0,0,0,0,0,0,172,0.491,178,0.509,74,0.211,43,0.123,166,0.474,7,0.02,60,0.171,91,0.26,43,0.123,209,0.597,0.582
02M051,P.S. 051 Elias Howe,2015-16,370,48,52,48,62,47,59,54,0,0,0,0,0,0,0,176,0.476,194,0.524,87,0.235,45,0.122,157,0.424,8,0.022,73,0.197,93,0.251,35,0.095,176,0.476,0.473
02M051,P.S. 051 Elias Howe,2016-17,389,49,70,53,50,59,51,57,0,0,0,0,0,0,0,208,0.535,181,0.465,81,0.208,47,0.121,177,0.455,6,0.015,78,0.201,86,0.221,38,0.098,182,0.468,0.486
02M051,P.S. 051 Elias Howe,2017-18,453,68,66,73,62,59,64,61,0,0,0,0,0,0,0,232,0.512,221,0.488,81,0.179,72,0.159,205,0.453,14,0.031,81,0.179,103,0.227,35,0.077,269,0.594,0.602
02M051,P.S. 051 Elias Howe,2018-19,481,71,64,77,73,68,64,64,0,0,0,0,0,0,0,246,0.511,235,0.489,62,0.129,71,0.148,229,0.476,14,0.029,105,0.218,94,0.195,35,0.073,270,0.561,0.581
02M059,P.S. 059 Beekman Hill International,2014-15,596,0,104,89,110,98,94,101,0,0,0,0,0,0,0,273,0.458,323,0.542,78,0.131,14,0.023,85,0.143,59,0.099,360,0.604,106,0.178,28,0.047,66,0.111,0.071
02M059,P.S. 059 Beekman Hill International,2015-16,573,0,102,102,76,101,95,97,0,0,0,0,0,0,0,273,0.476,300,0.524,88,0.154,12,0.021,74,0.129,59,0.103,340,0.593,105,0.183,23,0.04,66,0.115,0.07
02M059,P.S. 059 Beekman Hill International,2016-17,576,0,117,97,100,67,99,96,0,0,0,0,0,0,0,282,0.49,294,0.51,95,0.165,11,0.019,66,0.115,59,0.102,345,0.599,111,0.193,21,0.036,56,0.097,0.049
02M059,P.S. 059 Beekman Hill International,2017-18,614,20,118,104,112,101,62,97,0,0,0,0,0,0,0,313,0.51,301,0.49,108,0.176,8,0.013,64,0.104,57,0.093,377,0.614,102,0.166,23,0.037,58,0.094,0.087
02M059,P.S. 059 Beekman Hill International,2018-19,598,20,100,111,102,104,96,65,0,0,0,0,0,0,0,306,0.512,292,0.488,119,0.199,8,0.013,63,0.105,61,0.102,347,0.58,83,0.139,28,0.047,68,0.114,0.078
02M077,P.S. 77 Lower Lab School,2014-15,350,0,52,59,62,60,55,62,0,0,0,0,0,0,0,184,0.526,166,0.474,79,0.226,3,0.009,22,0.063,28,0.08,218,0.623,45,0.129,0,0,18,0.051,0.079
02M077,P.S. 77 Lower Lab School,2015-16,345,0,49,61,60,62,60,53,0,0,0,0,0,0,0,175,0.507,170,0.493,93,0.27,1,0.003,18,0.052,31,0.09,202,0.586,40,0.116,0,0,15,0.043,0.063
02M077,P.S. 77 Lower Lab School,2016-17,359,0,50,64,64,63,60,58,0,0,0,0,0,0,0,179,0.499,180,0.501,108,0.301,1,0.003,17,0.047,38,0.106,195,0.543,41,0.114,1,0.003,15,0.042,0.071
02M077,P.S. 77 Lower Lab School,2017-18,358,0,50,60,64,64,63,57,0,0,0,0,0,0,0,174,0.486,184,0.514,112,0.313,1,0.003,22,0.061,42,0.117,181,0.506,36,0.101,0,0,20,0.056,0.097
02M077,P.S. 77 Lower Lab School,2018-19,360,0,50,60,64,64,64,58,0,0,0,0,0,0,0,174,0.483,186,0.517,118,0.328,1,0.003,17,0.047,42,0.117,182,0.506,32,0.089,0,0,39,0.108,0.091
02M089,P.S. 89,2014-15,442,36,86,98,64,66,52,40,0,0,0,0,0,0,0,213,0.482,229,0.518,64,0.145,10,0.023,66,0.149,28,0.063,274,0.62,70,0.158,19,0.043,17,0.038,0.066
02M089,P.S. 89,2015-16,425,36,70,69,86,52,62,50,0,0,0,0,0,0,0,195,0.459,230,0.541,70,0.165,8,0.019,61,0.144,22,0.052,264,0.621,70,0.165,19,0.045,15,0.035,0.058
02M089,P.S. 89,2016-17,412,36,75,55,65,76,48,57,0,0,0,0,0,0,0,199,0.483,213,0.517,67,0.163,9,0.022,66,0.16,19,0.046,251,0.609,72,0.175,16,0.039,12,0.029,0.058
02M089,P.S. 89,2017-18,433,36,97,64,53,62,76,45,0,0,0,0,0,0,0,212,0.49,221,0.51,75,0.173,7,0.016,62,0.143,34,0.079,255,0.589,69,0.159,20,0.046,87,0.201,0.074
02M089,P.S. 89,2018-19,456,35,88,92,63,47,61,70,0,0,0,0,0,0,0,218,0.478,238,0.522,87,0.191,7,0.015,54,0.118,38,0.083,270,0.592,65,0.143,28,0.061,40,0.088,0.092
02M104,J.H.S. 104 Simon Baruch,2014-15,1073,0,0,0,0,0,0,0,391,342,340,0,0,0,0,517,0.482,556,0.518,479,0.446,95,0.089,216,0.201,21,0.02,262,0.244,183,0.171,69,0.064,667,0.622,0.508
02M104,J.H.S. 104 Simon Baruch,2015-16,1113,0,0,0,0,0,0,0,366,401,346,0,0,0,0,489,0.439,624,0.561,441,0.396,90,0.081,235,0.211,35,0.031,312,0.28,199,0.179,52,0.047,621,0.558,0.438
02M104,J.H.S. 104 Simon Baruch,2016-17,1145,0,0,0,0,0,0,0,373,369,403,0,0,0,0,514,0.449,631,0.551,412,0.36,86,0.075,215,0.188,44,0.038,388,0.339,201,0.176,53,0.046,529,0.462,0.36
02M104,J.H.S. 104 Simon Baruch,2017-18,1134,0,0,0,0,0,0,0,368,378,388,0,0,0,0,529,0.466,605,0.534,382,0.337,85,0.075,215,0.19,59,0.052,393,0.347,198,0.175,47,0.041,511,0.451,0.426
02M104,J.H.S. 104 Simon Baruch,2018-19,1116,0,0,0,0,0,0,0,374,365,377,0,0,0,0,540,0.484,576,0.516,389,0.349,84,0.075,196,0.176,57,0.051,390,0.349,174,0.156,54,0.048,478,0.428,0.398
