DBN_,Economic Need Index_2019-20,Economic Need Index_2020-21,Economic Need Index_2021-22,Total Enrollment_2019-20,Total Enrollment_2020-21,Total Enrollment_2021-22,District_,Borough_
84K355,0.765,0.746,0.725,286.0,266.0,250.0,84,K
84K356,0.7090000000000001,0.7040000000000001,0.7070000000000001,1249.0,1303.0,1353.0,84,K
84K357,0.8190000000000001,0.81,0.7959999999999999,790.0,816.0,885.0,84,K
84K358,0.745,0.74,0.747,1140.0,1213.0,1166.0,84,K
84K360,0.843,0.85,0.8290000000000001,299.0,285.0,267.0,84,K
84K362,0.505,0.49200000000000005,0.467,516.0,516.0,514.0,84,K
84K367,0.759,0.778,0.747,739.0,745.0,716.0,84,K
84K379,0.703,0.6920000000000001,0.703,556.0,570.0,537.0,84,K
84K395,0.9329999999999999,0.9109999999999999,0.879,175.0,191.0,203.0,84,K
84K406,0.843,0.799,0.773,534.0,542.0,518.0,84,K
84K417,0.909,0.9,0.904,298.0,267.0,234.0,84,K
84K473,0.81,0.825,0.833,952.0,979.0,990.0,84,K
84K486,0.897,0.885,0.884,288.0,274.0,258.0,84,K
84K508,0.747,0.741,0.747,822.0,850.0,794.0,84,K
84K517,0.779,0.768,0.775,1148.0,1190.0,1200.0,84,K
84K536,0.345,0.33899999999999997,0.33299999999999996,474.0,475.0,472.0,84,K
84K538,0.809,0.8059999999999999,0.794,929.0,952.0,938.0,84,K
84K593,0.7390000000000001,0.752,0.754,724.0,681.0,609.0,84,K
84K608,0.7440000000000001,0.755,0.7390000000000001,1005.0,1214.0,1251.0,84,K
84K626,0.8009999999999999,0.7829999999999999,0.779,1178.0,1202.0,1167.0,84,K
84K648,0.79,0.789,0.7559999999999999,348.0,359.0,334.0,84,K
84K649,0.8640000000000001,0.845,0.866,329.0,264.0,193.0,84,K
84K651,0.883,0.898,0.89,514.0,500.0,471.0,84,K
84K652,0.762,0.768,0.768,1583.0,1651.0,1497.0,84,K
84K680,0.8109999999999999,0.809,0.79,787.0,892.0,930.0,84,K
84K693,0.7609999999999999,0.77,0.764,392.0,394.0,406.0,84,K
84K701,0.858,0.861,0.8690000000000001,220.0,214.0,175.0,84,K
84K702,0.825,0.8140000000000001,0.833,399.0,398.0,411.0,84,K
84K704,0.785,0.7929999999999999,0.7659999999999999,552.0,561.0,548.0,84,K
84K707,0.444,0.431,,702.0,672.0,,84,K
84K710,0.882,0.87,0.8640000000000001,276.0,255.0,185.0,84,K
84K711,0.858,0.8590000000000001,0.8390000000000001,736.0,698.0,680.0,84,K
84K712,0.7490000000000001,0.7509999999999999,0.75,1382.0,1369.0,1276.0,84,K
84K724,0.6409999999999999,0.64,0.631,827.0,858.0,783.0,84,K
84K730,0.872,0.872,0.889,309.0,267.0,216.0,84,K
84K731,0.833,0.821,0.825,652.0,703.0,636.0,84,K
84K733,0.8190000000000001,0.8370000000000001,0.8440000000000001,493.0,504.0,505.0,84,K
84K736,0.68,0.645,0.6890000000000001,328.0,288.0,236.0,84,K
84K737,0.847,0.848,0.856,1058.0,1053.0,925.0,84,K
84K738,0.685,0.711,0.7090000000000001,360.0,319.0,294.0,84,K
84K739,0.7829999999999999,0.768,0.76,193.0,182.0,175.0,84,K
84K740,0.809,0.8009999999999999,0.797,699.0,700.0,718.0,84,K
84K741,0.696,0.67,0.664,700.0,843.0,872.0,84,K
84K742,0.809,0.831,0.818,491.0,496.0,464.0,84,K
84K744,0.8240000000000001,0.815,0.826,1019.0,1031.0,1168.0,84,K
84K746,0.648,0.617,0.604,658.0,602.0,542.0,84,K
84K752,0.743,0.775,0.826,259.0,224.0,177.0,84,K
84K756,0.7140000000000001,0.708,0.725,560.0,622.0,542.0,84,K
84K757,0.8059999999999999,0.804,0.787,544.0,538.0,537.0,84,K
84K758,0.511,0.39299999999999996,0.272,300.0,301.0,306.0,84,K
84K759,0.606,0.584,0.585,958.0,1118.0,1062.0,84,K
84K766,0.44,0.42,0.34600000000000003,419.0,416.0,418.0,84,K
84K769,0.894,0.879,0.877,496.0,575.0,526.0,84,K
84K772,0.612,0.599,0.599,561.0,640.0,591.0,84,K
84K774,0.7759999999999999,0.774,0.779,880.0,920.0,927.0,84,K
84K775,0.747,0.732,0.738,1283.0,1353.0,1272.0,84,K
84K777,0.765,0.76,0.752,406.0,426.0,419.0,84,K
84K780,0.74,0.769,0.725,253.0,191.0,81.0,84,K
84K781,0.588,0.605,0.588,710.0,940.0,1039.0,84,K
84K782,0.905,0.909,0.878,711.0,717.0,719.0,84,K
84K784,0.795,0.8009999999999999,0.7829999999999999,636.0,770.0,863.0,84,K
84K785,0.753,0.725,0.713,231.0,262.0,262.0,84,K
84K788,0.7959999999999999,0.785,0.7609999999999999,653.0,734.0,779.0,84,K
84K789,0.324,0.358,0.342,330.0,355.0,341.0,84,K
84K790,0.7509999999999999,0.738,0.74,599.0,739.0,796.0,84,K
84K791,0.7609999999999999,0.77,0.727,623.0,671.0,691.0,84,K
84K792,0.628,0.625,0.65,264.0,240.0,226.0,84,K
84K793,0.835,0.8270000000000001,0.8220000000000001,912.0,890.0,823.0,84,K
84K803,0.768,0.7509999999999999,0.787,621.0,510.0,539.0,84,K
84K807,0.765,0.7390000000000001,0.765,86.0,90.0,115.0,84,K
84K876,0.7190000000000001,0.723,0.6970000000000001,308.0,219.0,193.0,84,K
84K879,0.39299999999999996,0.365,0.348,672.0,686.0,657.0,84,K
84K882,0.828,0.823,0.795,463.0,513.0,460.0,84,K
84K883,0.598,0.619,0.654,87.0,158.0,208.0,84,K
84K886,0.7170000000000001,0.738,0.7509999999999999,478.0,587.0,573.0,84,K
84K892,0.795,0.775,0.733,186.0,238.0,253.0,84,K
84K895,0.6859999999999999,0.713,0.67,266.0,319.0,296.0,84,K
84K910,0.821,0.81,0.809,215.0,283.0,324.0,84,K
84K911,0.787,0.795,0.8170000000000001,245.0,301.0,264.0,84,K
84K912,0.9329999999999999,0.899,0.88,131.0,127.0,113.0,84,K
84K927,0.805,0.73,0.7190000000000001,113.0,178.0,240.0,84,K
84K928,0.48100000000000004,0.331,0.37200000000000005,113.0,293.0,1036.0,84,K
84K929,0.897,0.833,0.865,26.0,46.0,72.0,84,K
84K930,0.81,0.8109999999999999,0.79,125.0,245.0,343.0,84,K
84K933,0.845,0.731,0.6679999999999999,47.0,116.0,164.0,84,K
84K934,0.703,0.764,0.7759999999999999,77.0,141.0,194.0,84,K
84K937,0.841,0.8320000000000001,0.8240000000000001,89.0,148.0,173.0,84,K
84K956,,0.74,0.691,,69.0,105.0,84,K
84M065,0.8240000000000001,0.838,0.85,704.0,701.0,681.0,84,M
84M068,0.8420000000000001,0.845,0.8390000000000001,830.0,841.0,827.0,84,M
84M080,0.884,0.885,0.878,153.0,141.0,110.0,84,M
84M085,0.89,0.898,0.9,443.0,483.0,497.0,84,M
84M100,0.7929999999999999,0.8029999999999999,0.8140000000000001,685.0,677.0,647.0,84,M
84M168,0.893,0.883,0.8909999999999999,505.0,570.0,531.0,84,M
84M170,0.6920000000000001,0.691,0.64,431.0,434.0,395.0,84,M
84M174,0.415,0.455,0.47700000000000004,819.0,964.0,971.0,84,M
84M186,0.795,0.777,0.8029999999999999,521.0,543.0,463.0,84,M
84M202,0.863,0.852,0.8420000000000001,299.0,266.0,305.0,84,M
84M204,0.807,0.8059999999999999,0.7959999999999999,489.0,415.0,453.0,84,M
84M263,0.568,0.532,0.598,284.0,264.0,247.0,84,M
84M265,0.772,0.789,0.797,523.0,628.0,513.0,84,M
84M279,0.9059999999999999,0.9,0.887,426.0,448.0,423.0,84,M
84M284,0.87,0.879,0.872,1146.0,1154.0,1161.0,84,M
84M295,0.8320000000000001,0.807,0.7929999999999999,303.0,416.0,493.0,84,M
84M320,0.858,0.8959999999999999,0.909,252.0,231.0,208.0,84,M
84M329,0.893,0.879,0.89,463.0,457.0,440.0,84,M
84M330,0.8140000000000001,0.831,0.8270000000000001,588.0,565.0,422.0,84,M
84M335,0.87,0.868,0.867,655.0,657.0,652.0,84,M
84M336,0.828,0.8190000000000001,0.8079999999999999,1858.0,1887.0,1841.0,84,M
84M337,0.95,0.92,0.917,40.0,40.0,38.0,84,M
84M338,0.769,0.746,0.755,192.0,218.0,258.0,84,M
84M341,0.865,0.879,0.867,1033.0,1067.0,1074.0,84,M
84M350,0.8079999999999999,0.804,0.8109999999999999,701.0,715.0,666.0,84,M
84M351,0.7659999999999999,0.789,0.738,1316.0,1346.0,1261.0,84,M
84M353,0.9229999999999999,0.932,0.907,779.0,779.0,710.0,84,M
84M357,0.8640000000000001,0.8590000000000001,0.865,320.0,375.0,316.0,84,M
84M358,0.604,0.594,0.568,309.0,406.0,357.0,84,M
84M373,0.87,0.843,0.8270000000000001,257.0,459.0,500.0,84,M
84M380,0.8370000000000001,0.848,0.8440000000000001,112.0,136.0,165.0,84,M
84M382,0.885,0.893,0.88,838.0,945.0,935.0,84,M
84M383,0.95,0.9490000000000001,0.914,41.0,65.0,69.0,84,M
84M384,0.826,0.8340000000000001,0.866,701.0,692.0,438.0,84,M
84M385,0.805,0.807,0.794,1207.0,1229.0,1122.0,84,M
84M386,0.83,0.845,0.835,412.0,388.0,294.0,84,M
84M388,0.95,0.937,0.937,294.0,306.0,264.0,84,M
84M389,,,0.84,,,81.0,84,M
84M390,,,0.8640000000000001,,,56.0,84,M
84M430,0.856,0.843,0.835,957.0,1089.0,1089.0,84,M
84M433,0.904,0.88,0.883,401.0,398.0,420.0,84,M
84M478,0.851,0.845,0.8590000000000001,949.0,950.0,939.0,84,M
84M481,0.838,0.848,0.8440000000000001,1077.0,1141.0,1050.0,84,M
84M482,0.833,0.8490000000000001,0.841,809.0,835.0,902.0,84,M
84M483,0.7609999999999999,0.758,0.784,319.0,307.0,261.0,84,M
84M518,0.884,0.872,0.863,732.0,824.0,874.0,84,M
84M522,0.86,0.858,0.866,336.0,332.0,327.0,84,M
84M523,0.503,0.529,0.5479999999999999,866.0,898.0,909.0,84,M
84M702,0.882,0.88,0.88,209.0,193.0,167.0,84,M
84M704,0.884,0.853,0.872,246.0,227.0,210.0,84,M
84M705,0.826,0.83,0.823,495.0,484.0,391.0,84,M
84M707,0.919,0.924,0.905,436.0,381.0,342.0,84,M
84M708,0.8759999999999999,0.885,0.887,1060.0,1043.0,965.0,84,M
84M709,0.8440000000000001,0.8420000000000001,0.8390000000000001,851.0,826.0,831.0,84,M
84M726,0.86,0.8690000000000001,0.848,803.0,829.0,780.0,84,M
84M861,0.863,0.872,0.8590000000000001,388.0,386.0,342.0,84,M
84Q083,0.78,0.7929999999999999,0.7809999999999999,409.0,401.0,497.0,84,Q
84Q170,0.7829999999999999,0.7609999999999999,0.6990000000000001,371.0,331.0,305.0,84,Q
84Q298,0.552,0.568,0.568,397.0,409.0,398.0,84,Q
84Q304,0.722,0.7609999999999999,0.759,669.0,714.0,653.0,84,Q
84Q320,0.58,0.5770000000000001,0.583,488.0,475.0,485.0,84,Q
84Q321,0.5479999999999999,0.594,0.602,800.0,819.0,754.0,84,Q
84Q337,0.526,0.534,0.551,563.0,747.0,903.0,84,Q
84Q339,0.54,0.5329999999999999,0.517,826.0,923.0,914.0,84,Q
84Q340,0.774,0.797,0.792,808.0,909.0,955.0,84,Q
84Q341,0.503,0.493,0.49200000000000005,989.0,987.0,989.0,84,Q
84Q342,0.5539999999999999,0.557,0.573,369.0,431.0,471.0,84,Q
84Q359,0.561,0.589,0.614,531.0,643.0,717.0,84,Q
84Q372,0.696,0.6709999999999999,0.653,435.0,575.0,648.0,84,Q
84Q373,0.742,0.752,0.777,265.0,314.0,311.0,84,Q
84Q374,0.624,0.636,0.63,384.0,431.0,476.0,84,Q
84Q375,0.809,0.7709999999999999,0.727,522.0,588.0,628.0,84,Q
84Q380,0.845,0.828,0.825,270.0,372.0,363.0,84,Q
84Q385,0.72,0.73,0.721,193.0,231.0,285.0,84,Q
84Q386,0.757,0.733,0.7390000000000001,186.0,250.0,301.0,84,Q
84Q387,0.883,0.877,0.866,117.0,222.0,346.0,84,Q
84Q388,0.802,0.828,0.815,111.0,149.0,224.0,84,Q
84Q414,,0.71,0.701,,142.0,226.0,84,Q
84Q416,,,0.653,,,95.0,84,Q
84Q704,0.627,0.615,0.597,540.0,581.0,538.0,84,Q
84Q705,0.603,0.629,0.643,613.0,672.0,668.0,84,Q
84Q706,0.546,0.58,0.561,724.0,741.0,724.0,84,Q
84R012,0.727,0.732,0.731,146.0,144.0,153.0,84,R
84R067,0.746,0.7559999999999999,0.746,738.0,793.0,796.0,84,R
84R070,0.7090000000000001,0.715,0.6890000000000001,134.0,175.0,240.0,84,R
84R073,0.858,0.8490000000000001,0.848,568.0,636.0,680.0,84,R
84R076,0.652,0.672,0.654,85.0,157.0,199.0,84,R
84R077,0.42700000000000005,0.35,0.349,72.0,175.0,264.0,84,R
84R083,,,0.632,,,111.0,84,R
84X124,0.883,0.8859999999999999,0.889,643.0,630.0,581.0,84,X
84X133,0.8740000000000001,0.884,0.884,323.0,331.0,294.0,84,X
84X165,0.7929999999999999,0.769,0.768,589.0,608.0,684.0,84,X
84X177,0.95,0.924,0.9279999999999999,264.0,273.0,216.0,84,X
84X185,0.84,0.8690000000000001,0.8640000000000001,662.0,660.0,705.0,84,X
84X200,0.95,0.95,0.9329999999999999,214.0,239.0,261.0,84,X
84X202,0.8590000000000001,0.873,0.843,542.0,585.0,552.0,84,X
84X208,0.894,0.895,0.884,475.0,469.0,452.0,84,X
84X233,0.8759999999999999,0.868,0.873,743.0,799.0,745.0,84,X
84X255,0.701,0.7090000000000001,0.715,809.0,828.0,830.0,84,X
84X309,0.907,0.897,0.899,469.0,466.0,405.0,84,X
84X345,0.882,0.902,0.8859999999999999,977.0,996.0,936.0,84,X
84X346,0.8340000000000001,0.85,0.8640000000000001,480.0,505.0,502.0,84,X
84X347,0.8490000000000001,0.8340000000000001,0.807,366.0,338.0,387.0,84,X
84X362,0.716,0.7509999999999999,0.737,306.0,317.0,296.0,84,X
84X364,0.841,0.8220000000000001,0.8390000000000001,346.0,364.0,315.0,84,X
84X378,0.5720000000000001,0.5820000000000001,0.579,324.0,322.0,312.0,84,X
84X380,0.868,0.8590000000000001,0.848,1014.0,1200.0,1230.0,84,X
84X387,0.902,0.887,0.9079999999999999,673.0,796.0,790.0,84,X
84X389,0.893,0.9079999999999999,0.92,442.0,399.0,367.0,84,X
84X393,0.84,0.838,0.8290000000000001,447.0,462.0,431.0,84,X
84X394,0.95,0.95,0.95,499.0,501.0,492.0,84,X
84X395,0.838,0.845,0.86,450.0,469.0,468.0,84,X
84X398,0.828,0.7959999999999999,0.799,517.0,527.0,475.0,84,X
84X407,0.937,0.94,0.9440000000000001,402.0,450.0,490.0,84,X
84X419,0.889,0.9159999999999999,0.9009999999999999,601.0,589.0,589.0,84,X
84X422,0.598,0.598,0.569,321.0,321.0,302.0,84,X
84X429,0.872,0.884,0.893,469.0,479.0,519.0,84,X
84X460,0.847,0.818,0.8,410.0,596.0,673.0,84,X
84X461,0.9109999999999999,0.912,0.929,640.0,684.0,663.0,84,X
84X464,0.779,0.8079999999999999,0.818,630.0,596.0,588.0,84,X
84X465,0.873,0.862,0.856,667.0,827.0,860.0,84,X
84X471,0.917,0.91,0.9159999999999999,512.0,585.0,594.0,84,X
84X472,0.8809999999999999,0.902,0.88,254.0,245.0,256.0,84,X
84X482,0.917,0.927,0.9,776.0,747.0,739.0,84,X
84X484,0.62,0.619,0.631,375.0,457.0,443.0,84,X
84X486,0.9279999999999999,0.9359999999999999,0.9229999999999999,510.0,523.0,489.0,84,X
84X487,0.843,0.8440000000000001,0.848,815.0,788.0,723.0,84,X
84X488,0.698,0.718,0.71,639.0,624.0,631.0,84,X
84X489,0.875,0.865,0.87,323.0,430.0,451.0,84,X
84X491,0.938,0.9420000000000001,0.9329999999999999,590.0,639.0,575.0,84,X
84X492,0.8809999999999999,0.875,0.895,322.0,307.0,302.0,84,X
84X493,0.89,0.905,0.885,567.0,600.0,497.0,84,X
84X494,0.865,0.865,0.8640000000000001,856.0,1004.0,1083.0,84,X
84X496,0.614,0.611,0.588,319.0,328.0,314.0,84,X
84X497,0.917,0.903,0.909,337.0,335.0,280.0,84,X
84X538,0.561,0.583,0.5770000000000001,324.0,318.0,308.0,84,X
84X539,0.8190000000000001,0.815,0.8240000000000001,508.0,505.0,479.0,84,X
84X553,0.8390000000000001,0.8420000000000001,0.841,570.0,574.0,539.0,84,X
84X554,0.892,0.889,0.861,317.0,276.0,272.0,84,X
84X579,0.715,0.71,0.705,303.0,362.0,439.0,84,X
84X581,0.8809999999999999,0.884,0.8909999999999999,326.0,308.0,330.0,84,X
84X585,0.9079999999999999,0.915,0.924,387.0,510.0,645.0,84,X
84X586,0.882,0.9,0.875,248.0,373.0,444.0,84,X
84X587,0.925,0.9259999999999999,0.905,31.0,28.0,32.0,84,X
84X588,0.92,0.855,0.804,164.0,208.0,283.0,84,X
84X589,0.722,0.723,0.7090000000000001,317.0,389.0,446.0,84,X
84X592,0.763,0.775,0.774,421.0,468.0,551.0,84,X
84X597,0.8109999999999999,0.81,0.8190000000000001,224.0,341.0,434.0,84,X
84X598,0.909,0.888,0.8690000000000001,248.0,457.0,651.0,84,X
84X599,0.899,0.904,0.8959999999999999,144.0,229.0,279.0,84,X
84X606,0.852,0.88,0.889,164.0,249.0,297.0,84,X
84X608,0.723,0.738,0.715,172.0,239.0,300.0,84,X
84X609,0.897,0.895,0.893,252.0,351.0,534.0,84,X
84X610,0.9390000000000001,0.943,0.9390000000000001,212.0,243.0,295.0,84,X
84X611,0.851,0.888,0.8740000000000001,108.0,213.0,323.0,84,X
84X612,0.878,0.871,0.8440000000000001,93.0,173.0,277.0,84,X
84X613,0.92,0.9109999999999999,0.897,120.0,182.0,240.0,84,X
84X614,0.855,0.878,0.85,65.0,136.0,244.0,84,X
84X615,0.893,0.885,0.8440000000000001,155.0,295.0,392.0,84,X
84X616,0.897,0.882,0.81,181.0,249.0,153.0,84,X
84X617,0.909,0.91,0.872,179.0,248.0,600.0,84,X
84X619,0.787,0.787,0.773,152.0,195.0,306.0,84,X
84X620,0.893,0.903,0.856,88.0,151.0,249.0,84,X
84X623,0.792,0.8340000000000001,0.826,107.0,224.0,270.0,84,X
84X627,,0.5479999999999999,0.57,,191.0,243.0,84,X
84X628,,0.917,0.914,,98.0,179.0,84,X
84X629,,0.863,0.873,,95.0,162.0,84,X
84X630,,0.9079999999999999,0.9229999999999999,,77.0,125.0,84,X
84X631,,0.843,0.883,,60.0,236.0,84,X
84X632,,0.94,0.855,,68.0,275.0,84,X
84X633,,0.95,0.9079999999999999,,19.0,23.0,84,X
84X635,,,0.787,,,118.0,84,X
84X703,0.856,0.8740000000000001,0.868,764.0,823.0,799.0,84,X
84X704,0.852,0.856,0.848,1088.0,1118.0,1121.0,84,X
84X705,0.899,0.9009999999999999,0.917,405.0,416.0,392.0,84,X
84X706,0.89,0.8690000000000001,0.895,663.0,647.0,587.0,84,X
84X717,0.8240000000000001,0.847,0.848,323.0,328.0,314.0,84,X
84X718,0.645,0.639,0.631,571.0,570.0,572.0,84,X
84X730,0.892,0.889,0.903,523.0,626.0,598.0,84,X
