DBN_,Economic Need Index_2019-20,Economic Need Index_2020-21,Economic Need Index_2021-22,Total Enrollment_2019-20,Total Enrollment_2020-21,Total Enrollment_2021-22,District_,Borough_
01M015,0.867,0.8640000000000001,0.879,190.0,193.0,179.0,01,M
01M019,0.7040000000000001,0.696,0.6779999999999999,236.0,212.0,176.0,01,M
01M020,0.784,0.77,0.753,464.0,412.0,351.0,01,M
01M034,0.95,0.95,0.9440000000000001,296.0,273.0,258.0,01,M
01M063,0.784,0.765,0.7040000000000001,229.0,208.0,186.0,01,M
01M064,0.9159999999999999,0.903,0.863,236.0,220.0,215.0,01,M
01M110,0.627,0.6509999999999999,0.6629999999999999,396.0,373.0,330.0,01,M
01M134,0.946,0.9420000000000001,0.95,245.0,217.0,177.0,01,M
01M140,0.9329999999999999,0.925,0.917,372.0,358.0,340.0,01,M
01M142,0.902,0.907,0.897,329.0,317.0,330.0,01,M
01M184,0.6709999999999999,0.655,0.621,707.0,721.0,717.0,01,M
01M188,0.95,0.95,0.95,398.0,370.0,390.0,01,M
01M292,0.878,0.8340000000000001,0.8420000000000001,226.0,296.0,290.0,01,M
01M315,0.382,0.39799999999999996,0.43799999999999994,330.0,297.0,302.0,01,M
01M332,0.8170000000000001,0.853,0.8490000000000001,218.0,207.0,196.0,01,M
01M361,0.536,0.546,0.521,336.0,304.0,283.0,01,M
01M363,0.462,0.491,0.478,306.0,270.0,247.0,01,M
01M364,0.5720000000000001,0.607,0.653,344.0,291.0,239.0,01,M
01M378,0.8540000000000001,0.9,0.875,204.0,185.0,167.0,01,M
01M448,0.85,0.831,0.802,492.0,570.0,522.0,01,M
01M450,0.653,0.647,0.65,680.0,681.0,701.0,01,M
01M458,0.895,0.907,0.924,181.0,149.0,138.0,01,M
01M515,0.95,0.95,0.941,531.0,481.0,464.0,01,M
01M539,0.29100000000000004,0.287,0.256,1806.0,1791.0,1640.0,01,M
01M650,0.9,0.8859999999999999,0.9009999999999999,168.0,167.0,139.0,01,M
01M696,0.425,0.409,0.436,613.0,636.0,614.0,01,M
01M839,0.642,0.626,0.63,358.0,354.0,322.0,01,M
02M001,0.8170000000000001,0.815,0.815,247.0,233.0,219.0,02,M
02M002,0.9209999999999999,0.909,0.87,449.0,421.0,358.0,02,M
02M003,0.213,0.22399999999999998,0.21,714.0,600.0,570.0,02,M
02M006,0.086,0.08800000000000001,0.087,648.0,592.0,573.0,02,M
02M011,0.39,0.354,0.377,900.0,806.0,731.0,02,M
02M033,0.496,0.475,0.496,612.0,555.0,510.0,02,M
02M040,0.115,0.141,0.183,700.0,634.0,596.0,02,M
02M041,0.086,0.10400000000000001,0.07200000000000001,668.0,533.0,494.0,02,M
02M042,0.787,0.73,0.648,557.0,541.0,525.0,02,M
02M047,0.818,0.8240000000000001,0.83,232.0,222.0,236.0,02,M
02M051,0.627,0.611,0.5720000000000001,488.0,467.0,430.0,02,M
02M059,0.091,0.09,0.11,638.0,587.0,541.0,02,M
02M077,0.113,0.09300000000000001,0.09699999999999999,362.0,351.0,346.0,02,M
02M089,0.1,0.078,0.106,454.0,340.0,347.0,02,M
02M104,0.452,0.433,0.389,1101.0,1017.0,906.0,02,M
02M111,0.619,0.638,0.62,438.0,396.0,330.0,02,M
02M114,0.145,0.16,0.191,457.0,435.0,417.0,02,M
02M116,0.368,0.366,0.3,500.0,410.0,381.0,02,M
02M124,0.608,0.579,0.552,676.0,652.0,595.0,02,M
02M126,0.7859999999999999,0.754,0.7709999999999999,714.0,677.0,600.0,02,M
02M130,0.569,0.555,0.512,796.0,749.0,638.0,02,M
02M131,0.852,0.889,0.88,304.0,252.0,226.0,02,M
02M135,0.8109999999999999,0.813,0.8,256.0,272.0,291.0,02,M
02M139,0.835,0.8420000000000001,0.833,416.0,406.0,401.0,02,M
02M150,0.11,0.11699999999999999,0.11,190.0,180.0,156.0,02,M
02M151,0.397,0.381,0.371,475.0,425.0,380.0,02,M
02M158,0.109,0.087,0.11,804.0,667.0,651.0,02,M
02M167,0.284,0.295,0.265,1346.0,1275.0,1150.0,02,M
02M177,0.27399999999999997,0.24100000000000002,0.285,227.0,240.0,222.0,02,M
02M183,0.064,0.068,0.068,604.0,541.0,514.0,02,M
02M198,0.35600000000000004,0.355,0.39299999999999996,491.0,460.0,415.0,02,M
02M212,0.297,0.35600000000000004,0.359,370.0,328.0,289.0,02,M
02M217,0.261,0.207,0.212,640.0,620.0,688.0,02,M
02M225,0.37,0.35200000000000004,0.344,332.0,343.0,319.0,02,M
02M234,0.10099999999999999,0.122,0.10099999999999999,638.0,466.0,454.0,02,M
02M255,0.146,0.172,0.212,383.0,361.0,340.0,02,M
02M260,0.222,0.21,0.20600000000000002,776.0,791.0,768.0,02,M
02M267,0.107,0.11,0.095,438.0,397.0,387.0,02,M
02M276,0.154,0.14800000000000002,0.18,854.0,791.0,725.0,02,M
02M280,0.778,0.807,0.805,445.0,460.0,466.0,02,M
02M281,0.192,0.209,0.209,422.0,459.0,458.0,02,M
02M282,0.727,0.731,0.711,435.0,484.0,510.0,02,M
02M288,0.795,0.799,0.797,379.0,417.0,427.0,02,M
02M289,0.512,0.534,0.47,276.0,263.0,236.0,02,M
02M290,0.099,0.10800000000000001,0.11599999999999999,573.0,456.0,415.0,02,M
02M294,0.68,0.652,0.625,338.0,370.0,353.0,02,M
02M296,0.88,0.8859999999999999,0.875,337.0,322.0,238.0,02,M
02M297,0.36,0.435,0.426,841.0,818.0,605.0,02,M
02M298,0.779,0.785,0.777,549.0,595.0,586.0,02,M
02M300,0.873,0.86,0.858,263.0,257.0,238.0,02,M
02M303,0.873,0.8640000000000001,0.86,350.0,331.0,334.0,02,M
02M305,0.8759999999999999,0.879,0.841,322.0,349.0,341.0,02,M
02M308,0.8640000000000001,0.883,0.856,314.0,346.0,338.0,02,M
02M312,0.359,0.295,0.304,603.0,574.0,534.0,02,M
02M313,0.856,0.8859999999999999,0.899,234.0,210.0,161.0,02,M
02M316,0.879,0.893,0.87,178.0,147.0,115.0,02,M
02M340,0.14800000000000002,0.166,0.157,400.0,355.0,342.0,02,M
02M343,0.162,0.18600000000000003,0.17800000000000002,458.0,424.0,374.0,02,M
02M347,0.6940000000000001,0.7090000000000001,0.738,181.0,192.0,182.0,02,M
02M374,0.813,0.79,0.759,449.0,483.0,518.0,02,M
02M376,0.39399999999999996,0.41700000000000004,0.475,465.0,489.0,466.0,02,M
02M391,0.17800000000000002,0.20199999999999999,0.165,556.0,527.0,431.0,02,M
02M392,0.8590000000000001,0.866,0.8809999999999999,406.0,404.0,402.0,02,M
02M393,0.8190000000000001,0.867,0.858,428.0,447.0,457.0,02,M
02M394,0.95,0.95,0.95,307.0,246.0,275.0,02,M
02M397,0.179,0.213,0.222,561.0,492.0,446.0,02,M
02M399,0.873,0.83,0.7979999999999999,274.0,239.0,212.0,02,M
02M400,0.787,0.767,0.7340000000000001,1133.0,1185.0,1098.0,02,M
02M407,0.368,0.358,0.35100000000000003,489.0,496.0,493.0,02,M
02M408,0.376,0.36700000000000005,0.39399999999999996,577.0,563.0,552.0,02,M
02M411,0.384,0.358,0.42200000000000004,487.0,492.0,480.0,02,M
02M412,0.278,0.293,0.35100000000000003,514.0,483.0,484.0,02,M
02M413,0.44299999999999995,0.40299999999999997,0.396,717.0,735.0,727.0,02,M
02M414,0.505,0.42700000000000005,0.425,454.0,443.0,497.0,02,M
02M416,0.19,0.17600000000000002,0.27899999999999997,541.0,546.0,539.0,02,M
02M418,0.506,0.514,0.47200000000000003,674.0,698.0,649.0,02,M
02M419,0.871,0.872,0.8540000000000001,335.0,368.0,354.0,02,M
02M420,0.7659999999999999,0.778,0.7709999999999999,1822.0,1780.0,1706.0,02,M
02M422,0.727,0.685,0.665,581.0,609.0,569.0,02,M
02M425,0.853,0.8240000000000001,0.8140000000000001,361.0,298.0,283.0,02,M
02M427,0.95,0.95,0.95,210.0,188.0,194.0,02,M
02M432,0.852,0.828,0.826,263.0,266.0,247.0,02,M
02M437,0.853,0.862,0.8340000000000001,458.0,367.0,307.0,02,M
02M438,0.95,0.95,0.95,351.0,307.0,324.0,02,M
02M439,0.669,0.6409999999999999,0.617,460.0,461.0,421.0,02,M
02M442,0.475,0.462,0.445,141.0,142.0,128.0,02,M
02M449,0.779,0.7859999999999999,0.78,424.0,428.0,429.0,02,M
02M459,0.95,0.95,0.95,301.0,298.0,314.0,02,M
02M475,0.413,0.415,0.41100000000000003,3381.0,3342.0,3319.0,02,M
02M489,0.782,0.779,0.755,738.0,737.0,714.0,02,M
02M500,0.872,0.856,0.8540000000000001,267.0,314.0,313.0,02,M
02M507,0.6990000000000001,0.716,0.7020000000000001,453.0,456.0,452.0,02,M
02M519,0.5579999999999999,0.5529999999999999,0.5479999999999999,532.0,523.0,486.0,02,M
02M520,0.802,0.807,0.8059999999999999,114.0,130.0,129.0,02,M
02M527,0.213,0.17300000000000001,0.183,480.0,458.0,436.0,02,M
02M529,0.815,0.797,0.8009999999999999,302.0,196.0,196.0,02,M
02M531,0.505,0.514,0.517,237.0,240.0,234.0,02,M
02M533,0.862,0.853,0.826,404.0,423.0,436.0,02,M
02M534,0.679,0.715,0.725,440.0,452.0,432.0,02,M
02M542,0.9279999999999999,0.909,0.9109999999999999,520.0,514.0,485.0,02,M
02M543,0.858,0.87,0.8690000000000001,454.0,511.0,490.0,02,M
02M544,0.91,0.915,0.9,342.0,315.0,360.0,02,M
02M545,0.8240000000000001,0.797,0.773,396.0,403.0,373.0,02,M
02M546,0.7140000000000001,0.732,0.767,453.0,447.0,434.0,02,M
02M550,0.95,0.95,0.95,428.0,375.0,352.0,02,M
02M551,0.5579999999999999,0.5870000000000001,0.578,523.0,513.0,522.0,02,M
02M560,0.746,0.7909999999999999,0.748,607.0,554.0,487.0,02,M
02M565,0.629,0.608,0.499,137.0,144.0,149.0,02,M
02M570,0.872,0.905,0.883,254.0,227.0,171.0,02,M
02M575,0.929,0.9279999999999999,0.9279999999999999,704.0,766.0,714.0,02,M
02M580,0.7759999999999999,0.782,0.73,352.0,287.0,288.0,02,M
02M586,0.821,0.885,0.8220000000000001,61.0,59.0,60.0,02,M
02M600,0.7859999999999999,0.785,0.765,1589.0,1667.0,1705.0,02,M
02M605,0.813,0.79,0.715,261.0,261.0,261.0,02,M
02M615,0.828,0.81,0.782,449.0,458.0,440.0,02,M
02M630,0.5760000000000001,0.5429999999999999,0.51,1465.0,1507.0,1510.0,02,M
02M655,0.8809999999999999,0.888,0.879,394.0,352.0,332.0,02,M
02M896,0.52,0.486,0.447,378.0,378.0,348.0,02,M
02M933,0.821,0.856,0.8029999999999999,154.0,129.0,116.0,02,M
03M009,0.17800000000000002,0.20800000000000002,0.221,624.0,514.0,469.0,03,M
03M054,0.272,0.271,0.297,825.0,828.0,766.0,03,M
03M075,0.664,0.6559999999999999,0.614,520.0,479.0,432.0,03,M
03M076,0.945,0.9440000000000001,0.902,371.0,303.0,295.0,03,M
03M084,0.381,0.371,0.336,687.0,609.0,573.0,03,M
03M087,0.127,0.141,0.128,873.0,705.0,627.0,03,M
03M145,0.777,0.732,0.7240000000000001,395.0,393.0,378.0,03,M
03M149,0.938,0.9329999999999999,0.904,216.0,203.0,273.0,03,M
03M163,0.529,0.545,0.5539999999999999,543.0,488.0,412.0,03,M
03M165,0.642,0.623,0.608,432.0,381.0,352.0,03,M
03M166,0.17300000000000001,0.195,0.18899999999999997,665.0,604.0,588.0,03,M
03M180,0.716,0.7290000000000001,0.743,513.0,435.0,397.0,03,M
03M185,0.812,0.818,0.763,347.0,321.0,281.0,03,M
03M191,0.71,0.696,0.7609999999999999,530.0,521.0,508.0,03,M
03M199,0.13,0.132,0.163,761.0,621.0,546.0,03,M
03M241,0.932,0.861,0.8390000000000001,97.0,102.0,114.0,03,M
03M242,0.865,0.835,0.8370000000000001,140.0,144.0,131.0,03,M
03M243,0.212,0.21600000000000003,0.243,247.0,255.0,251.0,03,M
03M245,0.361,0.35100000000000003,0.305,403.0,389.0,364.0,03,M
03M247,0.8590000000000001,0.848,0.8220000000000001,231.0,230.0,207.0,03,M
03M250,0.7709999999999999,0.7929999999999999,0.8320000000000001,152.0,110.0,95.0,03,M
03M256,0.6459999999999999,0.5720000000000001,0.556,143.0,178.0,158.0,03,M
03M258,0.7929999999999999,0.7809999999999999,0.765,244.0,229.0,175.0,03,M
03M291,0.22399999999999998,0.24600000000000002,0.282,534.0,603.0,720.0,03,M
03M299,0.894,0.903,0.907,285.0,198.0,115.0,03,M
03M307,0.86,0.84,0.782,409.0,372.0,369.0,03,M
03M333,0.314,0.337,0.345,689.0,579.0,502.0,03,M
03M334,0.149,0.133,0.136,522.0,517.0,511.0,03,M
03M402,0.8590000000000001,0.877,0.866,305.0,302.0,259.0,03,M
03M403,0.878,0.877,0.866,419.0,464.0,421.0,03,M
03M404,0.895,0.899,0.9009999999999999,175.0,155.0,112.0,03,M
03M415,0.894,0.868,0.853,313.0,361.0,394.0,03,M
03M417,0.486,0.445,0.496,402.0,406.0,406.0,03,M
03M421,0.866,0.845,0.8320000000000001,183.0,185.0,153.0,03,M
03M452,0.248,0.27,0.306,412.0,375.0,368.0,03,M
03M479,0.33,0.349,0.37799999999999995,1469.0,1509.0,1500.0,03,M
03M485,0.33,0.319,0.316,2946.0,2717.0,2372.0,03,M
03M492,0.86,0.855,0.841,405.0,401.0,398.0,03,M
03M494,0.867,0.8640000000000001,0.866,459.0,457.0,448.0,03,M
03M505,0.9059999999999999,0.91,0.8959999999999999,381.0,294.0,213.0,03,M
03M541,0.561,0.5820000000000001,0.594,455.0,452.0,437.0,03,M
03M859,0.295,0.297,0.28,306.0,298.0,298.0,03,M
03M860,0.894,0.907,0.9179999999999999,321.0,336.0,351.0,03,M
03M862,0.598,0.5760000000000001,0.557,415.0,393.0,357.0,03,M
04M007,0.929,0.9229999999999999,0.9179999999999999,366.0,357.0,317.0,04,M
04M012,0.389,0.371,0.34,600.0,578.0,537.0,04,M
04M037,0.8540000000000001,0.848,0.835,265.0,272.0,241.0,04,M
04M038,0.932,0.92,0.903,243.0,206.0,180.0,04,M
04M057,0.95,0.95,0.938,697.0,617.0,558.0,04,M
04M072,0.9259999999999999,0.9359999999999999,0.9179999999999999,588.0,563.0,543.0,04,M
04M083,0.828,0.833,0.833,371.0,349.0,333.0,04,M
04M096,0.946,0.95,0.932,405.0,376.0,368.0,04,M
04M102,0.884,0.915,0.905,243.0,180.0,166.0,04,M
04M108,0.9420000000000001,0.938,0.945,461.0,430.0,380.0,04,M
04M112,0.89,0.883,0.878,322.0,274.0,222.0,04,M
04M146,0.937,0.9259999999999999,0.9329999999999999,389.0,344.0,324.0,04,M
04M155,0.95,0.94,0.95,244.0,218.0,210.0,04,M
04M171,0.7979999999999999,0.805,0.79,765.0,770.0,757.0,04,M
04M182,0.946,0.929,0.9440000000000001,296.0,264.0,239.0,04,M
04M206,0.903,0.917,0.9259999999999999,454.0,447.0,451.0,04,M
04M224,0.73,0.623,0.693,208.0,203.0,182.0,04,M
04M310,0.8740000000000001,0.877,0.871,147.0,160.0,159.0,04,M
04M372,0.946,0.95,0.95,525.0,475.0,462.0,04,M
04M375,0.95,0.946,0.914,254.0,219.0,207.0,04,M
04M377,0.9390000000000001,0.941,0.932,202.0,201.0,183.0,04,M
04M435,0.7659999999999999,0.743,0.711,1647.0,1629.0,1552.0,04,M
04M495,0.79,0.752,0.7340000000000001,380.0,386.0,365.0,04,M
04M497,0.5770000000000001,0.598,0.602,174.0,154.0,157.0,04,M
04M555,0.753,0.747,0.741,512.0,520.0,505.0,04,M
04M610,0.815,0.8220000000000001,0.8140000000000001,474.0,479.0,461.0,04,M
04M680,0.883,0.879,0.878,311.0,325.0,314.0,04,M
04M825,0.919,0.925,0.925,281.0,323.0,314.0,04,M
04M964,0.72,0.726,0.7290000000000001,466.0,435.0,388.0,04,M
05M030,0.932,0.9259999999999999,0.912,236.0,205.0,171.0,05,M
05M036,0.897,0.892,0.872,374.0,312.0,290.0,05,M
05M046,0.95,0.95,0.95,557.0,490.0,479.0,05,M
05M092,0.95,0.95,0.95,243.0,214.0,210.0,05,M
05M123,0.948,0.95,0.9329999999999999,461.0,418.0,430.0,05,M
05M125,0.64,0.66,0.642,303.0,294.0,264.0,05,M
05M129,0.909,0.914,0.8959999999999999,377.0,306.0,247.0,05,M
05M133,0.934,0.9229999999999999,0.887,225.0,210.0,200.0,05,M
05M148,0.848,0.87,0.861,382.0,325.0,265.0,05,M
05M154,0.941,0.9390000000000001,0.914,282.0,219.0,227.0,05,M
05M157,0.941,0.938,0.948,233.0,195.0,186.0,05,M
05M161,0.95,0.95,0.948,762.0,687.0,615.0,05,M
05M175,0.903,0.9179999999999999,0.899,343.0,321.0,290.0,05,M
05M194,0.95,0.95,0.945,185.0,169.0,166.0,05,M
05M197,0.934,0.9159999999999999,0.929,289.0,233.0,220.0,05,M
05M200,0.914,0.9109999999999999,0.909,375.0,298.0,310.0,05,M
05M285,0.897,0.946,0.915,213.0,161.0,191.0,05,M
05M286,0.95,0.95,0.95,103.0,93.0,80.0,05,M
05M304,0.93,0.9159999999999999,0.889,239.0,207.0,205.0,05,M
05M318,0.853,0.828,0.883,206.0,186.0,180.0,05,M
05M362,0.508,0.489,0.508,698.0,700.0,654.0,05,M
05M369,0.882,0.8540000000000001,0.865,380.0,386.0,327.0,05,M
05M371,,0.932,0.9059999999999999,,78.0,131.0,05,M
05M499,0.84,0.868,0.8690000000000001,1072.0,994.0,877.0,05,M
05M514,0.92,0.924,0.862,138.0,135.0,100.0,05,M
05M517,0.6609999999999999,0.6579999999999999,0.6579999999999999,374.0,373.0,347.0,05,M
05M670,0.835,0.862,0.861,541.0,536.0,517.0,05,M
05M692,0.379,0.381,0.384,485.0,496.0,524.0,05,M
06M004,0.889,0.836,0.8079999999999999,499.0,455.0,465.0,06,M
06M005,0.9209999999999999,0.9209999999999999,0.897,556.0,521.0,465.0,06,M
06M008,0.912,0.9059999999999999,0.8740000000000001,480.0,441.0,364.0,06,M
06M018,0.922,0.917,0.89,349.0,318.0,282.0,06,M
06M028,0.95,0.941,0.898,532.0,469.0,433.0,06,M
06M048,0.8859999999999999,0.873,0.84,452.0,421.0,361.0,06,M
06M052,0.934,0.95,0.95,268.0,248.0,193.0,06,M
06M098,0.873,0.866,0.821,414.0,360.0,335.0,06,M
06M103,0.667,0.617,0.623,415.0,420.0,404.0,06,M
06M115,0.917,0.924,0.9109999999999999,447.0,394.0,383.0,06,M
06M128,0.846,0.836,0.823,604.0,563.0,523.0,06,M
06M132,0.917,0.887,0.899,205.0,186.0,148.0,06,M
06M143,0.9440000000000001,0.9420000000000001,0.905,222.0,225.0,197.0,06,M
06M152,0.922,0.899,0.872,544.0,490.0,483.0,06,M
06M153,0.912,0.895,0.867,490.0,434.0,403.0,06,M
06M173,0.7659999999999999,0.7509999999999999,0.7559999999999999,505.0,444.0,408.0,06,M
06M178,0.677,0.6859999999999999,0.7240000000000001,293.0,262.0,256.0,06,M
06M187,0.41200000000000003,0.385,0.363,785.0,739.0,723.0,06,M
06M189,0.907,0.907,0.873,659.0,569.0,493.0,06,M
06M192,0.9009999999999999,0.877,0.8540000000000001,341.0,316.0,293.0,06,M
06M209,0.868,0.818,0.774,321.0,336.0,319.0,06,M
06M210,0.898,0.888,0.865,430.0,423.0,411.0,06,M
06M211,0.8490000000000001,0.846,0.867,459.0,425.0,412.0,06,M
06M223,0.764,0.727,0.706,290.0,269.0,247.0,06,M
06M278,0.6559999999999999,0.636,0.645,521.0,471.0,412.0,06,M
06M293,0.809,0.815,0.841,612.0,611.0,587.0,06,M
06M311,0.787,0.805,0.823,427.0,407.0,395.0,06,M
06M314,0.439,0.35100000000000003,0.36,302.0,293.0,245.0,06,M
06M319,0.925,0.914,0.887,386.0,320.0,275.0,06,M
06M322,0.9309999999999999,0.937,0.9079999999999999,325.0,292.0,258.0,06,M
06M324,0.887,0.905,0.862,319.0,268.0,266.0,06,M
06M328,0.9229999999999999,0.8959999999999999,0.885,167.0,134.0,148.0,06,M
06M346,0.914,0.897,0.888,695.0,660.0,618.0,06,M
06M348,0.865,0.8590000000000001,0.858,890.0,952.0,955.0,06,M
06M349,0.9229999999999999,0.945,0.88,123.0,98.0,75.0,06,M
06M366,0.816,0.797,0.826,579.0,547.0,517.0,06,M
06M368,0.698,0.6779999999999999,0.6779999999999999,160.0,208.0,218.0,06,M
06M423,0.95,0.95,0.95,189.0,169.0,153.0,06,M
06M462,0.929,0.937,0.9309999999999999,367.0,359.0,315.0,06,M
06M463,0.924,0.929,0.93,350.0,328.0,330.0,06,M
06M467,0.9259999999999999,0.9329999999999999,0.9470000000000001,445.0,449.0,368.0,06,M
06M468,0.935,0.924,0.914,401.0,396.0,395.0,06,M
06M513,0.682,0.653,0.642,189.0,179.0,197.0,06,M
06M528,0.9209999999999999,0.907,0.873,248.0,254.0,236.0,06,M
06M540,0.8740000000000001,0.863,0.8540000000000001,1409.0,1505.0,1472.0,06,M
06M552,0.95,0.95,0.95,521.0,539.0,543.0,06,M
07X001,0.95,0.95,0.95,621.0,533.0,485.0,07,X
07X005,0.95,0.95,0.9470000000000001,663.0,610.0,567.0,07,X
07X018,0.95,0.95,0.95,559.0,444.0,362.0,07,X
07X025,0.9209999999999999,0.925,0.915,531.0,526.0,490.0,07,X
07X029,0.9470000000000001,0.946,0.9390000000000001,795.0,794.0,703.0,07,X
07X030,0.9490000000000001,0.95,0.95,527.0,480.0,443.0,07,X
07X031,0.914,0.9179999999999999,0.917,691.0,622.0,648.0,07,X
07X043,0.9490000000000001,0.9420000000000001,0.946,414.0,351.0,326.0,07,X
07X049,0.9490000000000001,0.946,0.932,651.0,602.0,560.0,07,X
07X065,0.95,0.95,0.95,357.0,316.0,249.0,07,X
07X154,0.95,0.95,0.95,302.0,312.0,265.0,07,X
07X157,0.924,0.919,0.903,593.0,534.0,486.0,07,X
07X161,0.95,0.95,0.922,453.0,376.0,327.0,07,X
07X179,0.93,0.922,0.9329999999999999,312.0,281.0,234.0,07,X
07X221,0.9470000000000001,0.9440000000000001,0.9279999999999999,652.0,640.0,631.0,07,X
07X223,0.909,0.9079999999999999,0.917,683.0,715.0,663.0,07,X
07X224,0.95,0.95,0.948,281.0,246.0,229.0,07,X
07X259,0.885,0.899,0.912,532.0,505.0,667.0,07,X
07X277,0.9329999999999999,0.924,0.93,438.0,373.0,323.0,07,X
07X296,0.932,0.9229999999999999,0.927,216.0,244.0,220.0,07,X
07X298,0.95,0.95,0.934,250.0,197.0,159.0,07,X
07X334,0.95,0.95,0.95,410.0,399.0,356.0,07,X
07X343,0.95,0.95,0.9490000000000001,301.0,301.0,288.0,07,X
07X359,0.845,0.848,0.8340000000000001,339.0,285.0,246.0,07,X
07X369,0.95,0.946,0.95,248.0,258.0,229.0,07,X
07X379,0.915,0.915,0.9159999999999999,209.0,208.0,199.0,07,X
07X381,0.9359999999999999,0.95,0.95,169.0,156.0,120.0,07,X
07X427,0.9420000000000001,0.95,0.946,310.0,343.0,281.0,07,X
07X473,0.938,0.941,0.9440000000000001,302.0,253.0,200.0,07,X
07X495,0.82,0.8059999999999999,0.7859999999999999,581.0,597.0,573.0,07,X
07X500,0.879,0.893,0.8959999999999999,535.0,569.0,546.0,07,X
07X522,0.903,0.9279999999999999,0.929,382.0,299.0,258.0,07,X
07X527,0.9259999999999999,0.929,0.917,496.0,499.0,468.0,07,X
07X533,0.8190000000000001,0.805,0.759,213.0,174.0,195.0,07,X
07X548,0.9309999999999999,0.9390000000000001,0.95,499.0,527.0,513.0,07,X
07X551,0.95,0.95,0.95,586.0,611.0,575.0,07,X
07X557,0.912,0.912,0.9059999999999999,244.0,247.0,252.0,07,X
07X584,0.95,0.95,0.95,247.0,230.0,213.0,07,X
07X600,0.898,0.894,0.893,435.0,444.0,436.0,07,X
07X625,,0.848,0.914,,51.0,117.0,07,X
07X670,0.93,0.93,0.932,476.0,387.0,295.0,07,X
08X014,0.565,0.546,0.595,563.0,580.0,609.0,08,X
08X036,0.852,0.846,0.816,749.0,729.0,704.0,08,X
08X048,0.95,0.95,0.938,639.0,562.0,513.0,08,X
08X062,0.943,0.934,0.934,619.0,527.0,518.0,08,X
08X069,0.831,0.816,0.816,613.0,565.0,530.0,08,X
08X071,0.652,0.659,0.659,1455.0,1408.0,1263.0,08,X
08X072,0.8220000000000001,0.823,0.768,732.0,687.0,633.0,08,X
08X075,0.92,0.917,0.905,602.0,530.0,467.0,08,X
08X093,0.7909999999999999,0.799,0.797,393.0,357.0,363.0,08,X
08X100,0.912,0.8909999999999999,0.894,542.0,536.0,452.0,08,X
08X101,0.625,0.612,0.555,545.0,548.0,540.0,08,X
08X107,0.95,0.95,0.9440000000000001,578.0,525.0,490.0,08,X
08X119,0.914,0.907,0.8759999999999999,743.0,632.0,558.0,08,X
08X123,0.9420000000000001,0.9490000000000001,0.9329999999999999,490.0,500.0,545.0,08,X
08X130,0.94,0.9390000000000001,0.92,395.0,359.0,310.0,08,X
08X131,0.93,0.9309999999999999,0.894,446.0,413.0,343.0,08,X
08X138,0.8690000000000001,0.8640000000000001,0.861,622.0,581.0,529.0,08,X
08X140,0.95,0.948,0.9229999999999999,553.0,479.0,413.0,08,X
08X146,0.922,0.932,0.9209999999999999,394.0,344.0,344.0,08,X
08X152,0.95,0.95,0.9490000000000001,767.0,714.0,722.0,08,X
08X182,0.8590000000000001,0.86,0.85,682.0,585.0,509.0,08,X
08X269,0.924,0.92,0.922,611.0,636.0,617.0,08,X
08X282,0.945,0.9359999999999999,0.927,230.0,199.0,195.0,08,X
08X293,0.8240000000000001,0.83,0.8290000000000001,431.0,447.0,426.0,08,X
08X301,0.95,0.9129999999999999,0.9390000000000001,199.0,187.0,167.0,08,X
08X302,0.95,0.9470000000000001,0.937,484.0,452.0,392.0,08,X
08X304,0.529,0.557,0.54,519.0,528.0,514.0,08,X
08X312,0.855,0.87,0.85,406.0,391.0,382.0,08,X
08X320,0.851,0.835,0.833,450.0,419.0,339.0,08,X
08X333,0.95,0.943,0.922,582.0,518.0,546.0,08,X
08X337,0.871,0.877,0.861,494.0,462.0,437.0,08,X
08X348,0.8420000000000001,0.843,0.833,383.0,373.0,348.0,08,X
08X349,0.847,0.846,0.843,460.0,464.0,438.0,08,X
08X367,0.866,0.853,0.851,593.0,583.0,562.0,08,X
08X371,0.594,0.593,0.639,363.0,373.0,359.0,08,X
08X375,0.9279999999999999,0.9390000000000001,0.9259999999999999,202.0,188.0,187.0,08,X
08X376,0.9179999999999999,0.9209999999999999,0.912,396.0,405.0,392.0,08,X
08X377,0.888,0.924,0.909,136.0,111.0,114.0,08,X
08X392,0.631,0.674,0.684,440.0,450.0,403.0,08,X
08X405,0.835,0.83,0.81,898.0,1004.0,1027.0,08,X
08X424,0.95,0.95,0.95,289.0,274.0,263.0,08,X
08X432,0.95,0.95,0.95,341.0,344.0,334.0,08,X
08X448,0.878,0.8590000000000001,0.86,374.0,361.0,353.0,08,X
08X452,0.9229999999999999,0.922,0.92,485.0,391.0,300.0,08,X
08X467,0.8540000000000001,0.8240000000000001,0.8370000000000001,342.0,342.0,341.0,08,X
08X530,0.9209999999999999,0.93,0.929,328.0,352.0,348.0,08,X
08X537,0.9359999999999999,0.9309999999999999,0.919,195.0,136.0,152.0,08,X
08X558,0.7909999999999999,0.813,0.8190000000000001,508.0,456.0,462.0,08,X
08X561,0.8809999999999999,0.8959999999999999,0.893,374.0,370.0,379.0,08,X
08X562,0.912,0.904,0.882,636.0,558.0,529.0,08,X
08X583,0.875,0.8540000000000001,0.84,265.0,317.0,373.0,08,X
09X004,0.95,0.95,0.95,468.0,413.0,324.0,09,X
09X011,0.946,0.9490000000000001,0.9390000000000001,558.0,501.0,446.0,09,X
